GPS TOW [s],IMU Temp [C],Acc X [g],Acc Y [g],Acc Z [g],Gyr X [deg/s],Gyr Y [deg/s],Gyr Z [deg/s],Mag X [uT],Mag Y [uT],Mag Z [uT]
179538.573,,-0.05713,-0.02124,-0.96118,-0.03052,0.45776,0.06104,,,
179538.577,,-0.05713,-0.01953,-0.95947,0.06104,0.45776,0.09155,-0.4,42.6,21.3
179538.582,,-0.05664,-0.01880,-0.96313,0.15259,0.45776,0.21362,,,
179538.587,,-0.05615,-0.02319,-0.95923,-0.06104,0.54932,0.18311,,,
179538.592,,-0.05469,-0.02173,-0.95435,0.06104,0.48828,0.03052,,,
179538.597,,-0.05518,-0.02100,-0.95923,-0.03052,0.39673,0.00000,,,
179538.602,,-0.05664,-0.02417,-0.96021,0.06104,0.48828,0.12207,,,
179538.607,,-0.05811,-0.02246,-0.95850,0.06104,0.54932,0.09155,,,
179538.612,,-0.05542,-0.02466,-0.95703,0.00000,0.51880,0.12207,,,
179538.617,,-0.05347,-0.02026,-0.95605,0.06104,0.36621,0.06104,1.6,42.1,21.6
179538.622,,-0.05640,-0.02417,-0.95801,0.06104,0.42725,0.06104,,,
179538.627,,-0.05591,-0.02148,-0.95703,0.06104,0.48828,0.00000,,,
179538.632,,-0.05737,-0.02344,-0.95679,0.12207,0.45776,-0.03052,,,
179538.637,,-0.05688,-0.02222,-0.95630,0.00000,0.39673,0.15259,,,
179538.642,,-0.05591,-0.02197,-0.96143,0.00000,0.45776,0.18311,,,
179538.647,,-0.05518,-0.02393,-0.96167,0.06104,0.42725,0.00000,,,
179538.652,,-0.05322,-0.02466,-0.95630,0.18311,0.51880,0.06104,,,
179538.657,,-0.05591,-0.02344,-0.95801,0.12207,0.45776,0.18311,0.6,39.6,22.1
179538.662,,-0.05786,-0.02295,-0.95728,-0.03052,0.33569,0.18311,,,
179538.667,,-0.05469,-0.02490,-0.95850,-0.06104,0.30518,0.15259,,,
179538.672,,-0.05640,-0.02026,-0.95874,0.12207,0.54932,0.09155,,,
179538.677,,-0.05396,-0.02026,-0.96216,0.06104,0.61035,0.03052,,,
179538.682,,-0.05542,-0.02173,-0.96069,0.03052,0.54932,0.12207,,,
179538.687,,-0.05542,-0.02124,-0.95923,0.00000,0.42725,0.21362,,,
179538.692,,-0.05737,-0.02222,-0.95679,0.06104,0.42725,0.15259,,,
179538.697,,-0.05737,-0.02051,-0.96216,0.06104,0.48828,0.09155,-0.9,42.6,21.9
179538.702,,-0.05542,-0.02075,-0.95654,0.06104,0.67139,0.06104,,,
179538.707,,-0.05396,-0.01953,-0.95801,0.18311,0.61035,0.09155,,,
179538.712,,-0.05688,-0.01978,-0.96216,0.18311,0.45776,0.00000,,,
179538.716,,-0.05176,-0.02075,-0.96289,0.06104,0.45776,0.06104,,,
179538.721,,-0.05444,-0.02295,-0.95996,0.03052,0.45776,0.06104,,,
179538.726,,-0.05811,-0.02026,-0.95630,0.03052,0.45776,0.06104,,,
179538.731,,-0.05664,-0.02197,-0.96094,0.06104,0.51880,0.12207,,,
179538.736,,-0.05542,-0.02319,-0.95776,0.12207,0.45776,0.09155,1.6,41.6,21.7
179538.741,,-0.05322,-0.02197,-0.96021,0.12207,0.48828,0.00000,,,
179538.746,,-0.05298,-0.02148,-0.95898,0.12207,0.48828,-0.03052,,,
179538.751,,-0.05957,-0.02271,-0.96069,0.18311,0.39673,0.21362,,,
179538.756,,-0.05615,-0.02271,-0.96118,0.21362,0.39673,0.03052,,,
179538.761,,-0.05347,-0.02026,-0.95801,0.03052,0.48828,0.06104,,,
179538.766,,-0.05786,-0.02075,-0.96094,0.06104,0.51880,0.06104,,,
179538.771,,-0.05737,-0.02368,-0.96045,0.06104,0.51880,0.12207,,,
179538.776,,-0.05713,-0.02295,-0.95776,0.00000,0.45776,0.06104,2.6,41.1,21.9
179538.781,,-0.05688,-0.02124,-0.95801,0.12207,0.39673,0.09155,,,
179538.786,,-0.05591,-0.02271,-0.95850,0.09155,0.36621,0.15259,,,
179538.791,,-0.05518,-0.02197,-0.95874,0.12207,0.48828,0.15259,,,
179538.796,,-0.05591,-0.02490,-0.95923,0.06104,0.61035,0.12207,,,
179538.801,,-0.05591,-0.02661,-0.95654,0.09155,0.54932,0.09155,,,
179538.806,,-0.05664,-0.02197,-0.95947,0.12207,0.39673,0.12207,,,
179538.811,,-0.05371,-0.02051,-0.95923,0.09155,0.42725,0.18311,,,
179538.816,,-0.05444,-0.02271,-0.95703,0.03052,0.51880,0.12207,-0.4,43.6,21.7
179538.821,,-0.05469,-0.02539,-0.96021,0.03052,0.48828,0.12207,,,
179538.826,,-0.05469,-0.02490,-0.95898,0.03052,0.42725,0.12207,,,
179538.831,,-0.05737,-0.02124,-0.95801,0.03052,0.48828,0.12207,,,
179538.836,,-0.05762,-0.01929,-0.96069,0.15259,0.70190,0.18311,,,
179538.841,,-0.05615,-0.01953,-0.95898,0.09155,0.51880,0.12207,,,
179538.846,,-0.05176,-0.02271,-0.95898,0.12207,0.45776,0.00000,,,
179538.851,,-0.05591,-0.02563,-0.96191,0.00000,0.48828,0.15259,,,
179538.855,,-0.05688,-0.01978,-0.95874,-0.06104,0.45776,0.15259,-0.4,40.6,21.9
179538.860,,-0.05298,-0.02368,-0.95532,0.06104,0.45776,0.06104,,,
179538.865,,-0.05811,-0.02319,-0.96021,0.12207,0.42725,0.06104,,,
179538.870,,-0.05518,-0.01880,-0.95874,0.12207,0.51880,0.09155,,,
179538.875,,-0.05420,-0.02222,-0.96045,0.03052,0.45776,0.06104,,,
179538.880,,-0.05469,-0.02344,-0.95850,0.21362,0.48828,0.06104,,,
179538.885,,-0.05371,-0.02271,-0.95776,0.06104,0.42725,0.15259,,,
179538.890,,-0.05640,-0.02173,-0.96313,0.09155,0.36621,0.03052,,,
179538.895,,-0.05493,-0.02466,-0.96338,0.18311,0.42725,0.06104,0.1,42.6,21.7
179538.900,,-0.05298,-0.02441,-0.95679,0.27466,0.48828,-0.03052,,,
179538.905,,-0.05542,-0.02222,-0.95972,0.15259,0.51880,0.12207,,,
179538.910,,-0.05737,-0.02271,-0.96021,0.12207,0.42725,0.03052,,,
179538.915,,-0.05591,-0.02026,-0.95728,0.18311,0.39673,0.15259,,,
179538.920,,-0.05396,-0.02124,-0.95508,0.03052,0.57983,0.18311,,,
179538.925,,-0.05591,-0.02173,-0.95850,0.09155,0.45776,0.06104,,,
179538.930,,-0.05542,-0.02002,-0.96094,0.03052,0.45776,0.00000,,,
179538.935,,-0.05493,-0.01978,-0.95776,0.12207,0.45776,0.12207,0.1,43.6,21.7
179538.940,,-0.05615,-0.02222,-0.95703,0.09155,0.51880,0.09155,,,
179538.945,,-0.05273,-0.02075,-0.96313,-0.03052,0.33569,0.15259,,,
179538.950,,-0.05420,-0.02173,-0.95996,0.12207,0.42725,0.03052,,,
179538.955,,-0.05518,-0.02344,-0.95874,0.21362,0.42725,0.15259,,,
179538.960,,-0.05688,-0.02026,-0.96118,0.09155,0.45776,0.12207,,,
179538.965,,-0.05615,-0.02173,-0.95752,0.06104,0.36621,0.09155,,,
179538.970,,-0.05566,-0.02368,-0.95728,0.06104,0.51880,0.03052,,,
179538.975,,-0.05493,-0.02246,-0.95825,0.12207,0.48828,0.12207,-0.4,41.1,21.7
179538.980,,-0.05615,-0.02100,-0.95508,0.06104,0.42725,0.06104,,,
179538.985,,-0.05542,-0.02368,-0.95679,0.06104,0.57983,0.12207,,,
179538.990,,-0.05518,-0.02148,-0.96069,0.00000,0.54932,0.03052,,,
179538.994,,-0.05493,-0.02271,-0.95801,0.09155,0.39673,0.03052,,,
179538.999,,-0.05493,-0.02637,-0.95898,0.03052,0.48828,0.12207,,,
179539.004,,-0.06055,-0.02563,-0.96143,0.09155,0.51880,0.15259,,,
179539.009,,-0.05835,-0.02393,-0.95825,-0.09155,0.48828,0.12207,,,
179539.014,,-0.05615,-0.02466,-0.95605,0.09155,0.51880,0.06104,1.6,42.6,21.6
179539.019,,-0.05664,-0.02490,-0.95898,0.00000,0.61035,0.00000,,,
179539.024,,-0.05591,-0.02368,-0.95825,0.00000,0.57983,0.00000,,,
179539.029,,-0.05444,-0.02490,-0.96045,0.00000,0.48828,0.03052,,,
179539.034,,-0.05688,-0.02075,-0.95801,0.03052,0.48828,0.00000,,,
179539.039,,-0.05664,-0.02319,-0.95679,0.06104,0.45776,0.18311,,,
179539.044,,-0.05640,-0.02319,-0.95874,0.21362,0.42725,0.06104,,,
179539.049,,-0.05688,-0.02173,-0.95557,0.12207,0.48828,0.09155,,,
179539.054,,-0.05640,-0.02563,-0.95728,0.06104,0.61035,0.06104,0.6,41.6,21.9
179539.059,,-0.05640,-0.02100,-0.95776,0.12207,0.54932,0.09155,,,
179539.064,,-0.05566,-0.02002,-0.95728,0.12207,0.30518,0.09155,,,
179539.069,,-0.05566,-0.02441,-0.95874,0.06104,0.39673,0.12207,,,
179539.074,,-0.05493,-0.02393,-0.95996,0.03052,0.42725,0.09155,,,
179539.079,,-0.05566,-0.02124,-0.95898,0.12207,0.45776,0.09155,,,
179539.084,,-0.05566,-0.02051,-0.95972,0.06104,0.42725,0.09155,,,
179539.089,,-0.05664,-0.02441,-0.95752,0.03052,0.64087,0.06104,,,
179539.094,,-0.05566,-0.02295,-0.96094,0.09155,0.48828,0.15259,1.1,40.6,22.1
179539.099,,-0.05298,-0.02539,-0.96265,0.15259,0.42725,0.24414,,,
179539.104,,-0.05737,-0.01929,-0.95752,0.06104,0.48828,0.15259,,,
179539.109,,-0.05884,-0.01929,-0.95825,0.09155,0.42725,0.12207,,,
179539.114,,-0.05396,-0.02173,-0.96240,0.00000,0.33569,0.00000,,,
179539.119,,-0.05640,-0.02515,-0.95898,0.00000,0.54932,0.06104,,,
179539.124,,-0.05396,-0.02588,-0.95898,0.09155,0.61035,0.09155,,,
179539.129,,-0.05493,-0.02051,-0.95874,0.00000,0.39673,0.12207,,,
179539.133,,-0.05591,-0.02466,-0.95557,0.03052,0.42725,0.06104,0.6,42.1,21.4
179539.138,,-0.05298,-0.02686,-0.95972,-0.06104,0.42725,0.15259,,,
179539.143,,-0.05591,-0.02588,-0.95630,-0.03052,0.54932,0.06104,,,
179539.148,,-0.05713,-0.02148,-0.95361,0.09155,0.48828,0.03052,,,
179539.153,,-0.05566,-0.02124,-0.96191,0.09155,0.48828,0.15259,,,
179539.158,,-0.05762,-0.02393,-0.96069,0.12207,0.48828,0.15259,,,
179539.163,,-0.05688,-0.01929,-0.95752,0.15259,0.45776,0.15259,,,
179539.168,,-0.05273,-0.02197,-0.95630,0.12207,0.39673,0.09155,,,
179539.173,,-0.05396,-0.02271,-0.95630,0.06104,0.45776,0.06104,2.1,41.6,21.6
179539.178,,-0.05615,-0.02295,-0.95972,0.12207,0.54932,0.00000,,,
179539.183,,-0.05518,-0.02197,-0.95898,0.03052,0.54932,0.06104,,,
179539.188,,-0.05615,-0.02393,-0.96021,-0.03052,0.42725,0.06104,,,
179539.193,,-0.05786,-0.02246,-0.95532,-0.03052,0.36621,0.06104,,,
179539.198,,-0.05420,-0.02271,-0.95776,0.03052,0.36621,0.03052,,,
179539.203,,-0.05396,-0.02490,-0.95654,0.09155,0.54932,0.06104,,,
179539.208,,-0.05444,-0.02026,-0.95605,0.03052,0.48828,0.03052,,,
179539.213,,-0.05713,-0.02075,-0.95508,0.06104,0.48828,0.06104,1.1,42.1,22.1
179539.218,,-0.05444,-0.02295,-0.96045,0.18311,0.48828,0.03052,,,
179539.223,,-0.05298,-0.02319,-0.95947,0.03052,0.39673,0.06104,,,
179539.228,,-0.05640,-0.02417,-0.95557,0.15259,0.33569,0.00000,,,
179539.233,,-0.05591,-0.02368,-0.95508,0.09155,0.33569,0.00000,,,
179539.238,,-0.05298,-0.02393,-0.95703,0.03052,0.48828,0.00000,,,
179539.243,,-0.05737,-0.02295,-0.95801,-0.03052,0.45776,0.09155,,,
179539.248,,-0.05640,-0.02075,-0.95581,0.09155,0.33569,0.06104,,,
179539.253,,-0.05347,-0.02222,-0.96069,0.12207,0.48828,0.15259,0.6,39.6,21.9
179539.258,,-0.05444,-0.02393,-0.95874,0.15259,0.54932,0.18311,,,
179539.263,,-0.05542,-0.02295,-0.95898,0.12207,0.51880,0.09155,,,
179539.268,,-0.05444,-0.01978,-0.96143,0.06104,0.39673,0.15259,,,
179539.273,,-0.05469,-0.02100,-0.96143,0.15259,0.45776,0.15259,,,
179539.277,,-0.05469,-0.01978,-0.96094,0.18311,0.51880,0.12207,,,
179539.282,,-0.05298,-0.02100,-0.95776,0.18311,0.48828,0.03052,,,
179539.287,,-0.05591,-0.01978,-0.95728,0.06104,0.48828,0.12207,,,
179539.292,,-0.05811,-0.02197,-0.96216,-0.06104,0.51880,-0.03052,0.1,43.1,21.8
179539.297,,-0.05566,-0.02466,-0.95605,0.09155,0.48828,0.03052,,,
179539.302,,-0.05420,-0.02197,-0.95605,0.18311,0.39673,0.21362,,,
179539.307,,-0.05444,-0.02441,-0.95923,0.09155,0.54932,0.00000,,,
179539.312,,-0.05518,-0.02271,-0.95923,0.09155,0.45776,0.03052,,,
179539.317,,-0.05688,-0.02441,-0.95532,0.18311,0.45776,0.09155,,,
179539.322,,-0.05713,-0.02148,-0.95264,0.18311,0.42725,0.09155,,,
179539.327,,-0.05737,-0.02124,-0.95483,0.03052,0.39673,0.18311,,,
179539.332,,-0.05762,-0.02393,-0.95776,-0.03052,0.45776,0.09155,0.1,41.6,21.9
179539.337,,-0.05469,-0.02319,-0.95898,0.03052,0.36621,0.06104,,,
179539.342,,-0.05591,-0.02222,-0.95947,0.06104,0.48828,0.06104,,,
179539.347,,-0.05420,-0.02271,-0.95825,-0.03052,0.54932,0.03052,,,
179539.352,,-0.05591,-0.02051,-0.95923,0.03052,0.39673,0.09155,,,
179539.357,,-0.05591,-0.01953,-0.95776,0.03052,0.36621,0.06104,,,
179539.362,,-0.05688,-0.02002,-0.95703,0.09155,0.39673,0.12207,,,
179539.367,,-0.05518,-0.02100,-0.95947,0.09155,0.61035,0.03052,,,
179539.372,,-0.05493,-0.02246,-0.96069,0.00000,0.51880,0.06104,1.1,42.6,21.8
179539.377,,-0.05664,-0.02393,-0.95776,0.00000,0.51880,0.15259,,,
179539.382,,-0.05688,-0.02100,-0.95605,0.09155,0.45776,0.09155,,,
179539.387,,-0.05640,-0.02026,-0.95532,0.15259,0.48828,0.15259,,,
179539.392,,-0.05591,-0.02368,-0.95679,0.06104,0.45776,0.03052,,,
179539.397,,-0.05640,-0.02026,-0.95435,0.18311,0.51880,0.12207,,,
179539.402,,-0.05322,-0.02368,-0.95825,0.18311,0.57983,0.12207,,,
179539.407,,-0.05615,-0.02417,-0.95996,0.06104,0.54932,-0.03052,,,
179539.412,,-0.05420,-0.02637,-0.96411,0.18311,0.42725,0.06104,0.6,40.1,21.6
179539.416,,-0.05322,-0.02173,-0.95947,0.24414,0.48828,0.12207,,,
179539.421,,-0.05664,-0.02026,-0.95557,0.09155,0.39673,0.12207,,,
179539.426,,-0.05469,-0.02441,-0.95679,-0.06104,0.54932,0.06104,,,
179539.431,,-0.05420,-0.02173,-0.95752,0.06104,0.48828,0.12207,,,
179539.436,,-0.05371,-0.02246,-0.95679,0.00000,0.48828,0.12207,,,
179539.441,,-0.05591,-0.02124,-0.95605,0.09155,0.42725,0.00000,,,
179539.446,,-0.05664,-0.02075,-0.95239,0.06104,0.45776,0.09155,,,
179539.451,,-0.05688,-0.02100,-0.95752,-0.03052,0.36621,0.12207,1.1,42.1,21.9
179539.456,,-0.05615,-0.02173,-0.96094,0.06104,0.39673,0.12207,,,
179539.461,,-0.05615,-0.02319,-0.95801,0.09155,0.45776,0.12207,,,
179539.466,23.137,-0.05884,-0.02173,-0.96289,0.15259,0.54932,0.09155,,,
179539.471,,-0.05640,-0.01880,-0.96118,0.03052,0.45776,0.21362,,,
179539.476,,-0.05566,-0.02075,-0.95361,0.06104,0.39673,0.12207,,,
179539.481,,-0.05664,-0.02075,-0.95508,0.18311,0.39673,0.12207,,,
179539.486,,-0.05322,-0.02295,-0.95898,0.06104,0.36621,0.12207,,,
179539.491,,-0.05518,-0.02100,-0.95654,-0.03052,0.48828,0.03052,0.6,44.1,21.6
179539.496,,-0.05493,-0.02100,-0.95630,0.03052,0.54932,0.03052,,,
179539.501,,-0.05298,-0.02417,-0.95630,0.12207,0.45776,0.00000,,,
179539.506,,-0.05396,-0.02344,-0.95996,0.15259,0.45776,0.09155,,,
179539.511,,-0.05469,-0.01953,-0.96021,0.06104,0.39673,0.21362,,,
179539.516,,-0.05713,-0.02734,-0.95532,0.00000,0.36621,0.09155,,,
179539.521,,-0.05444,-0.02295,-0.95996,0.27466,0.45776,0.00000,,,
179539.526,,-0.05420,-0.01929,-0.96045,0.15259,0.48828,0.09155,,,
179539.531,,-0.05640,-0.01929,-0.95508,0.09155,0.36621,0.12207,-1.4,42.1,21.3
179539.536,,-0.05786,-0.02148,-0.95435,-0.09155,0.36621,0.18311,,,
179539.541,,-0.05518,-0.02393,-0.95752,0.03052,0.42725,0.12207,,,
179539.546,,-0.05615,-0.02026,-0.95874,0.12207,0.51880,0.12207,,,
179539.551,,-0.05566,-0.02100,-0.96362,0.18311,0.70190,0.00000,,,
179539.555,,-0.05933,-0.02002,-0.95532,0.12207,0.48828,0.03052,,,
179539.560,,-0.05688,-0.02222,-0.95313,0.03052,0.39673,0.15259,,,
179539.565,,-0.05469,-0.02441,-0.95776,0.00000,0.57983,0.00000,,,
179539.570,,-0.05762,-0.02148,-0.95435,0.09155,0.57983,0.03052,1.6,42.1,21.7
179539.575,,-0.05591,-0.02271,-0.95996,0.21362,0.57983,0.06104,,,
179539.580,,-0.05469,-0.02002,-0.96069,0.12207,0.45776,0.06104,,,
179539.585,,-0.05615,-0.02393,-0.95898,-0.12207,0.45776,0.09155,,,
179539.590,,-0.05566,-0.02124,-0.95728,-0.06104,0.42725,-0.03052,,,
179539.595,,-0.05493,-0.02319,-0.95972,0.09155,0.61035,0.12207,,,
179539.600,,-0.05542,-0.02271,-0.95728,0.18311,0.51880,0.24414,,,
179539.605,,-0.05762,-0.02100,-0.95801,0.09155,0.48828,0.09155,,,
179539.610,,-0.05542,-0.02222,-0.95630,0.09155,0.54932,0.06104,0.6,42.1,21.8
179539.615,,-0.05688,-0.02271,-0.96021,0.00000,0.42725,0.03052,,,
179539.620,,-0.05420,-0.02173,-0.96338,0.09155,0.48828,0.09155,,,
179539.625,,-0.05664,-0.02002,-0.95898,-0.06104,0.54932,0.06104,,,
179539.630,,-0.05493,-0.02124,-0.95801,0.03052,0.39673,0.15259,,,
179539.635,,-0.05591,-0.02197,-0.95703,-0.03052,0.36621,0.09155,,,
179539.640,,-0.05688,-0.02148,-0.95874,-0.03052,0.48828,0.00000,,,
179539.645,,-0.05615,-0.02246,-0.95850,0.03052,0.48828,0.18311,,,
179539.650,,-0.05566,-0.02197,-0.95874,0.09155,0.48828,0.12207,-0.4,41.6,22.1
179539.655,,-0.05420,-0.02271,-0.95850,0.06104,0.48828,0.03052,,,
179539.660,,-0.05518,-0.02539,-0.95557,0.00000,0.39673,0.12207,,,
179539.665,,-0.05396,-0.02368,-0.95605,0.06104,0.45776,0.09155,,,
179539.670,,-0.05396,-0.02051,-0.95728,0.09155,0.54932,0.00000,,,
179539.675,,-0.05444,-0.01953,-0.95850,0.00000,0.45776,0.06104,,,
179539.680,,-0.05591,-0.02173,-0.95703,0.15259,0.45776,0.06104,,,
179539.685,,-0.05396,-0.02173,-0.95923,0.21362,0.42725,0.18311,,,
179539.690,,-0.05176,-0.01782,-0.96094,0.03052,0.42725,0.09155,0.1,42.6,21.7
179539.694,,-0.05371,-0.02148,-0.95679,0.03052,0.42725,0.09155,,,
179539.699,,-0.05664,-0.02344,-0.96240,0.12207,0.51880,0.15259,,,
179539.704,,-0.05566,-0.01929,-0.95923,0.15259,0.54932,0.15259,,,
179539.709,,-0.05542,-0.02295,-0.95752,0.00000,0.57983,0.21362,,,
179539.714,,-0.05786,-0.02173,-0.95947,0.09155,0.57983,0.18311,,,
179539.719,,-0.05591,-0.02246,-0.95630,0.09155,0.36621,0.12207,,,
179539.724,,-0.05396,-0.02490,-0.95435,-0.03052,0.27466,0.12207,,,
179539.729,,-0.05835,-0.02344,-0.95825,0.06104,0.61035,0.03052,1.1,42.1,22.2
179539.734,,-0.05591,-0.02417,-0.95996,0.00000,0.48828,0.15259,,,
179539.739,,-0.05493,-0.02100,-0.95557,0.12207,0.42725,0.15259,,,
179539.744,,-0.05542,-0.02271,-0.95386,0.09155,0.48828,0.06104,,,
179539.749,,-0.05469,-0.02173,-0.96021,0.06104,0.45776,0.12207,,,
179539.754,,-0.05566,-0.02295,-0.95850,-0.03052,0.54932,0.21362,,,
179539.759,,-0.05420,-0.02295,-0.96118,0.12207,0.67139,0.03052,,,
179539.764,,-0.05664,-0.02197,-0.95923,0.06104,0.45776,0.06104,,,
179539.769,,-0.05713,-0.01953,-0.95825,0.12207,0.45776,0.09155,-0.4,41.6,21.9
179539.774,,-0.05420,-0.02344,-0.95654,-0.03052,0.42725,0.15259,,,
179539.779,,-0.05737,-0.02344,-0.95508,0.15259,0.48828,0.06104,,,
179539.784,,-0.05811,-0.02124,-0.96167,0.03052,0.51880,0.12207,,,
179539.789,,-0.05713,-0.02271,-0.95850,0.03052,0.54932,0.03052,,,
179539.794,,-0.05615,-0.02368,-0.95850,0.03052,0.36621,0.12207,,,
179539.799,,-0.05396,-0.02295,-0.95557,0.03052,0.42725,0.24414,,,
179539.804,,-0.05518,-0.02368,-0.95313,0.03052,0.45776,0.09155,,,
179539.809,,-0.05420,-0.02539,-0.95752,0.00000,0.51880,0.06104,1.6,43.1,22.7
179539.814,,-0.05493,-0.02368,-0.95532,0.12207,0.36621,0.15259,,,
179539.819,,-0.05664,-0.02173,-0.95752,0.06104,0.45776,0.06104,,,
179539.824,,-0.05688,-0.02393,-0.95825,0.12207,0.54932,0.03052,,,
179539.829,,-0.05664,-0.02222,-0.95874,0.18311,0.54932,0.09155,,,
179539.833,,-0.05542,-0.02124,-0.95972,0.09155,0.39673,0.15259,,,
179539.838,,-0.05493,-0.01929,-0.95361,0.06104,0.42725,0.06104,,,
179539.843,,-0.05249,-0.02197,-0.95654,0.00000,0.45776,0.12207,,,
179539.848,,-0.05420,-0.02246,-0.95801,0.03052,0.57983,0.15259,1.1,39.6,21.6
179539.853,,-0.05688,-0.02002,-0.96118,0.09155,0.42725,0.12207,,,
179539.858,,-0.05713,-0.02124,-0.95288,-0.06104,0.39673,0.09155,,,
179539.863,,-0.05688,-0.02173,-0.95703,0.00000,0.45776,0.15259,,,
179539.868,,-0.05713,-0.02393,-0.95850,0.09155,0.54932,0.12207,,,
179539.873,,-0.05615,-0.02246,-0.96045,0.03052,0.57983,0.27466,,,
179539.878,,-0.05664,-0.02148,-0.95947,0.03052,0.45776,0.18311,,,
179539.883,,-0.05371,-0.02295,-0.96094,0.03052,0.33569,0.09155,,,
179539.888,,-0.05566,-0.02100,-0.95874,0.06104,0.39673,0.09155,-0.9,42.6,21.6
179539.893,,-0.05591,-0.02075,-0.95776,0.03052,0.48828,0.15259,,,
179539.898,,-0.05933,-0.02515,-0.96021,-0.03052,0.57983,0.09155,,,
179539.903,,-0.05615,-0.02368,-0.96118,0.15259,0.39673,0.15259,,,
179539.908,,-0.05615,-0.02368,-0.95923,0.18311,0.36621,0.21362,,,
179539.913,,-0.05542,-0.02148,-0.95874,0.09155,0.48828,0.03052,,,
179539.918,,-0.05542,-0.02075,-0.95654,0.00000,0.51880,0.06104,,,
179539.923,,-0.05518,-0.02173,-0.95508,0.00000,0.45776,0.03052,,,
179539.928,,-0.05396,-0.02100,-0.95337,-0.03052,0.45776,0.09155,0.1,42.6,21.8
179539.933,,-0.05664,-0.02441,-0.95923,-0.03052,0.42725,0.06104,,,
179539.938,,-0.05566,-0.02222,-0.95801,0.15259,0.51880,0.12207,,,
179539.943,,-0.05347,-0.02124,-0.95947,0.12207,0.54932,0.24414,,,
179539.948,,-0.05664,-0.02173,-0.95923,0.09155,0.42725,0.09155,,,
179539.953,,-0.05591,-0.02466,-0.95654,0.06104,0.51880,0.12207,,,
179539.958,,-0.05688,-0.02466,-0.95605,0.18311,0.57983,0.15259,,,
179539.963,,-0.05786,-0.02417,-0.95972,0.12207,0.51880,0.06104,,,
179539.968,,-0.05615,-0.02100,-0.95801,0.18311,0.54932,0.06104,-1.4,42.1,21.8
179539.972,,-0.05566,-0.01929,-0.95923,0.09155,0.51880,0.15259,,,
179539.977,,-0.05518,-0.02246,-0.95654,0.03052,0.42725,0.12207,,,
179539.982,,-0.05591,-0.02368,-0.95874,0.06104,0.45776,0.06104,,,
179539.987,,-0.05518,-0.02197,-0.95605,0.06104,0.45776,0.27466,,,
179539.992,,-0.05493,-0.02002,-0.95581,0.09155,0.45776,0.18311,,,
179539.997,,-0.05811,-0.02100,-0.95898,0.06104,0.48828,0.15259,,,
179540.002,,-0.05762,-0.02197,-0.95776,0.03052,0.36621,0.15259,,,
179540.007,,-0.05518,-0.02124,-0.95801,-0.03052,0.33569,0.18311,1.6,42.6,22.3
179540.012,,-0.05371,-0.02417,-0.95752,0.03052,0.30518,0.12207,,,
179540.017,,-0.05615,-0.02222,-0.95679,0.03052,0.48828,0.09155,,,
179540.022,,-0.05200,-0.02197,-0.95728,0.12207,0.45776,0.06104,,,
179540.027,,-0.05737,-0.02173,-0.95972,0.09155,0.48828,0.06104,,,
179540.032,,-0.05542,-0.01953,-0.95850,0.06104,0.33569,0.09155,,,
179540.037,,-0.05298,-0.02295,-0.95435,0.09155,0.36621,0.12207,,,
179540.042,,-0.05249,-0.02319,-0.95996,0.09155,0.54932,0.09155,,,
179540.047,,-0.05444,-0.02368,-0.96240,0.06104,0.51880,-0.03052,0.1,41.6,21.7
179540.052,,-0.05444,-0.02075,-0.95483,0.03052,0.33569,0.12207,,,
179540.057,,-0.05640,-0.02295,-0.95630,0.18311,0.48828,0.18311,,,
179540.062,,-0.05396,-0.02441,-0.95752,0.12207,0.48828,0.18311,,,
179540.067,,-0.05420,-0.02173,-0.95557,-0.06104,0.42725,0.18311,,,
179540.072,,-0.05493,-0.02417,-0.95776,0.00000,0.45776,0.12207,,,
179540.077,,-0.05591,-0.02075,-0.95947,0.15259,0.48828,0.06104,,,
179540.082,,-0.05664,-0.02124,-0.95752,0.15259,0.42725,0.09155,,,
179540.087,,-0.05322,-0.02441,-0.96265,0.18311,0.48828,0.12207,2.1,42.6,21.8
179540.092,,-0.05396,-0.02051,-0.96338,0.09155,0.48828,0.09155,,,
179540.097,,-0.05835,-0.02026,-0.95972,-0.03052,0.51880,0.03052,,,
179540.102,,-0.05420,-0.02344,-0.95776,0.09155,0.61035,0.00000,,,
179540.107,,-0.05396,-0.02197,-0.95874,0.06104,0.51880,0.06104,,,
179540.111,,-0.05762,-0.02466,-0.95776,0.03052,0.42725,0.09155,,,
179540.116,,-0.05493,-0.02637,-0.95898,0.09155,0.42725,0.06104,,,
179540.121,,-0.05566,-0.02368,-0.95532,0.12207,0.51880,0.12207,,,
179540.126,,-0.05542,-0.02148,-0.95874,0.06104,0.39673,0.12207,0.1,41.6,22.1
179540.131,,-0.05640,-0.02368,-0.95850,0.00000,0.51880,0.06104,,,
179540.136,,-0.05664,-0.02124,-0.95801,0.06104,0.70190,0.12207,,,
179540.141,,-0.05640,-0.02100,-0.95923,0.03052,0.57983,0.06104,,,
179540.146,,-0.05322,-0.02173,-0.95581,0.06104,0.42725,0.06104,,,
179540.151,,-0.05371,-0.02222,-0.95776,-0.03052,0.33569,0.15259,,,
179540.156,,-0.05640,-0.01904,-0.95972,0.00000,0.48828,0.15259,,,
