GPS TOW [s],IMU Temp [C],Acc X [g],Acc Y [g],Acc Z [g],Gyr X [deg/s],Gyr Y [deg/s],Gyr Z [deg/s],Mag X [uT],Mag Y [uT],Mag Z [uT]
179507.178,,-0.05884,-0.01904,-0.96533,-0.15259,0.64087,0.24414,,,
179507.183,,-0.05835,-0.01782,-0.96411,-0.09155,0.45776,0.21362,,,
179507.188,,-0.05737,-0.02222,-0.95923,-0.09155,0.51880,0.30518,,,
179507.193,,-0.05322,-0.02148,-0.95459,-0.09155,0.54932,0.30518,,,
179507.198,,-0.05151,-0.01758,-0.95679,-0.12207,0.54932,0.24414,,,
179507.203,,-0.05396,-0.02075,-0.95972,0.00000,0.45776,0.36621,2.1,40.6,22.3
179507.208,,-0.04858,-0.02100,-0.95874,0.00000,0.48828,0.18311,,,
179507.213,,-0.05005,-0.02148,-0.95972,-0.15259,0.48828,0.15259,,,
179507.218,,-0.05298,-0.01929,-0.95654,-0.09155,0.45776,0.27466,,,
179507.223,,-0.04907,-0.01880,-0.95776,0.00000,0.57983,0.18311,,,
179507.228,,-0.04883,-0.02100,-0.95996,0.06104,0.45776,0.00000,,,
179507.233,,-0.04785,-0.02295,-0.96143,0.21362,0.39673,0.00000,,,
179507.238,,-0.05029,-0.01953,-0.95850,0.15259,0.48828,0.09155,,,
179507.243,,-0.05273,-0.02271,-0.95825,0.18311,0.54932,-0.03052,0.1,40.1,22.1
179507.247,,-0.05444,-0.02710,-0.95825,0.00000,0.45776,-0.09155,,,
179507.252,,-0.05371,-0.02734,-0.96069,0.09155,0.36621,0.00000,,,
179507.257,,-0.05420,-0.02490,-0.95947,0.21362,0.42725,-0.03052,,,
179507.262,,-0.05078,-0.02490,-0.95654,0.24414,0.36621,-0.03052,,,
179507.267,,-0.05054,-0.02368,-0.96069,0.12207,0.54932,-0.09155,,,
179507.272,,-0.05298,-0.02344,-0.95923,0.09155,0.42725,0.03052,,,
179507.277,,-0.05420,-0.02661,-0.95728,0.15259,0.45776,0.03052,,,
179507.282,,-0.05493,-0.02979,-0.95825,0.06104,0.42725,0.09155,1.1,41.1,22.1
179507.287,,-0.05396,-0.02466,-0.95703,0.09155,0.45776,0.06104,,,
179507.292,,-0.05273,-0.02319,-0.95874,0.21362,0.36621,0.03052,,,
179507.297,,-0.05322,-0.02148,-0.95752,0.03052,0.24414,0.00000,,,
179507.302,,-0.05249,-0.02148,-0.96045,0.15259,0.33569,0.09155,,,
179507.307,,-0.05273,-0.01733,-0.95801,0.03052,0.36621,0.06104,,,
179507.312,,-0.05273,-0.02075,-0.96191,0.09155,0.36621,0.00000,,,
179507.317,,-0.05444,-0.01880,-0.96411,0.12207,0.39673,-0.03052,,,
179507.322,,-0.05298,-0.01733,-0.96045,0.12207,0.42725,-0.06104,1.6,43.1,22.1
179507.327,,-0.05518,-0.01782,-0.95972,0.18311,0.54932,0.00000,,,
179507.332,,-0.05566,-0.01758,-0.95923,0.03052,0.51880,0.00000,,,
179507.337,,-0.05640,-0.01611,-0.95898,0.03052,0.45776,0.00000,,,
179507.342,,-0.05127,-0.01880,-0.95679,0.09155,0.54932,0.06104,,,
179507.347,,-0.05420,-0.02124,-0.95703,0.15259,0.64087,0.12207,,,
179507.352,,-0.05542,-0.02026,-0.95337,0.06104,0.45776,0.18311,,,
179507.357,,-0.05518,-0.02075,-0.95337,0.06104,0.54932,0.21362,,,
179507.362,,-0.05225,-0.01904,-0.95337,0.03052,0.73242,0.12207,0.1,40.6,22.2
179507.367,21.705,-0.05151,-0.02173,-0.95239,-0.03052,0.70190,0.15259,,,
179507.372,,-0.05493,-0.02197,-0.95166,0.09155,0.70190,0.18311,,,
179507.377,,-0.05762,-0.02368,-0.95435,0.03052,0.61035,0.21362,,,
179507.382,,-0.05835,-0.01855,-0.95703,-0.09155,0.39673,0.21362,,,
179507.386,,-0.05518,-0.01953,-0.95801,-0.12207,0.48828,0.21362,,,
179507.391,,-0.05518,-0.02124,-0.95825,0.00000,0.54932,0.15259,,,
179507.396,,-0.05615,-0.02075,-0.96265,0.00000,0.42725,0.39673,,,
179507.401,,-0.05908,-0.02393,-0.96094,0.09155,0.30518,0.39673,1.1,41.6,21.9
179507.406,,-0.05664,-0.02271,-0.96167,-0.06104,0.30518,0.30518,,,
179507.411,,-0.05713,-0.02295,-0.95825,0.00000,0.39673,0.21362,,,
179507.416,,-0.05664,-0.02075,-0.95874,0.03052,0.27466,0.18311,,,
179507.421,,-0.05664,-0.02173,-0.96338,-0.03052,0.21362,0.21362,,,
179507.426,,-0.05737,-0.02368,-0.95923,-0.03052,0.21362,0.27466,,,
179507.431,,-0.05542,-0.02222,-0.96118,0.00000,0.24414,0.21362,,,
179507.436,,-0.05518,-0.02539,-0.96118,0.09155,0.18311,0.09155,,,
179507.441,,-0.05591,-0.02051,-0.95703,0.09155,0.09155,0.12207,0.6,40.6,21.9
179507.446,,-0.05200,-0.02368,-0.96338,0.06104,0.00000,0.24414,,,
179507.451,,-0.05103,-0.02197,-0.95923,-0.03052,0.12207,0.06104,,,
179507.456,,-0.05396,-0.02246,-0.95825,-0.03052,0.15259,-0.06104,,,
179507.461,,-0.05200,-0.02441,-0.95679,0.09155,0.18311,0.03052,,,
179507.466,,-0.04858,-0.02246,-0.95825,0.21362,0.18311,0.06104,,,
179507.471,,-0.04932,-0.02246,-0.95825,0.18311,0.27466,0.15259,,,
179507.476,,-0.04883,-0.02539,-0.96021,0.18311,0.57983,-0.06104,,,
179507.481,,-0.04761,-0.02026,-0.96021,0.18311,0.48828,-0.15259,-0.9,41.6,21.7
179507.486,,-0.05078,-0.02148,-0.95825,0.21362,0.39673,-0.03052,,,
179507.491,,-0.04761,-0.02246,-0.95605,0.21362,0.54932,-0.09155,,,
179507.496,,-0.04907,-0.02344,-0.95728,0.15259,0.61035,-0.06104,,,
179507.501,,-0.04883,-0.02783,-0.95825,0.21362,0.57983,-0.06104,,,
179507.506,,-0.04907,-0.02466,-0.95459,0.15259,0.54932,-0.06104,,,
179507.511,,-0.04858,-0.02173,-0.95361,0.21362,0.57983,0.00000,,,
179507.516,,-0.05322,-0.02271,-0.95654,0.27466,0.64087,-0.06104,,,
179507.521,,-0.05225,-0.02246,-0.95972,0.18311,0.76294,-0.15259,1.1,42.1,21.9
179507.525,,-0.05298,-0.02539,-0.95825,0.15259,0.70190,-0.06104,,,
179507.530,,-0.05444,-0.02173,-0.95923,0.21362,0.73242,-0.06104,,,
179507.535,,-0.05518,-0.02075,-0.96094,0.30518,0.76294,-0.12207,,,
179507.540,,-0.05957,-0.02246,-0.95825,0.33569,0.61035,-0.09155,,,
179507.545,,-0.05786,-0.02515,-0.95630,0.18311,0.45776,-0.15259,,,
179507.550,,-0.05933,-0.02466,-0.95874,0.24414,0.45776,-0.06104,,,
179507.555,,-0.05664,-0.02246,-0.95947,0.27466,0.27466,-0.12207,,,
179507.560,,-0.05908,-0.01904,-0.96436,0.18311,0.45776,-0.15259,-0.4,43.1,21.9
179507.565,,-0.05811,-0.01904,-0.96240,0.30518,0.36621,0.03052,,,
179507.570,,-0.05811,-0.01953,-0.96265,0.12207,0.15259,0.03052,,,
179507.575,,-0.05981,-0.01953,-0.95923,0.09155,0.27466,0.00000,,,
179507.580,,-0.05762,-0.01733,-0.96118,0.00000,0.18311,0.09155,,,
179507.585,,-0.05640,-0.01880,-0.95654,0.12207,0.15259,0.09155,,,
179507.590,,-0.05737,-0.01953,-0.95703,0.12207,0.18311,0.18311,,,
179507.595,,-0.05713,-0.01733,-0.96167,0.03052,0.21362,0.15259,,,
179507.600,,-0.05396,-0.01660,-0.95581,-0.06104,0.09155,0.09155,1.6,42.1,21.8
179507.605,,-0.05493,-0.01709,-0.95923,-0.06104,0.27466,0.18311,,,
179507.610,,-0.05371,-0.01636,-0.95972,-0.15259,0.30518,0.15259,,,
179507.615,,-0.05396,-0.02026,-0.95825,-0.15259,0.12207,0.18311,,,
179507.620,,-0.05542,-0.02197,-0.95996,-0.03052,0.33569,0.15259,,,
179507.625,,-0.05176,-0.02100,-0.95508,0.09155,0.36621,0.30518,,,
179507.630,,-0.05103,-0.02173,-0.95654,-0.15259,0.36621,0.21362,,,
179507.635,,-0.05151,-0.02295,-0.96069,0.00000,0.45776,0.21362,,,
179507.640,,-0.05005,-0.02319,-0.95996,0.00000,0.57983,0.21362,1.1,40.6,22.1
179507.645,,-0.04736,-0.02197,-0.95728,0.06104,0.57983,0.15259,,,
179507.650,,-0.04883,-0.02100,-0.95264,-0.18311,0.73242,0.27466,,,
179507.655,,-0.05200,-0.02319,-0.95703,-0.12207,0.70190,0.33569,,,
179507.660,,-0.05176,-0.02319,-0.95337,-0.15259,0.73242,0.36621,,,
179507.664,,-0.05176,-0.02271,-0.95288,-0.12207,0.85449,0.39673,,,
179507.669,,-0.05005,-0.02075,-0.95313,-0.30518,0.88501,0.36621,,,
179507.674,,-0.05103,-0.02075,-0.95239,-0.33569,0.88501,0.48828,,,
179507.679,,-0.05151,-0.01953,-0.95679,-0.36621,0.97656,0.42725,0.6,41.6,22.6
179507.684,,-0.05273,-0.02173,-0.95581,-0.45776,0.82397,0.54932,,,
179507.689,,-0.05249,-0.02197,-0.95435,-0.36621,0.79346,0.54932,,,
179507.694,,-0.05542,-0.02271,-0.95947,-0.33569,0.70190,0.48828,,,
179507.699,,-0.05542,-0.01831,-0.96338,-0.39673,0.79346,0.51880,,,
179507.704,,-0.05493,-0.01978,-0.96484,-0.21362,0.73242,0.33569,,,
179507.709,,-0.05469,-0.01880,-0.96387,-0.24414,0.48828,0.30518,,,
179507.714,,-0.05713,-0.02075,-0.96411,-0.27466,0.67139,0.33569,,,
179507.719,,-0.05811,-0.02271,-0.96582,-0.30518,0.64087,0.42725,1.1,40.6,21.8
179507.724,,-0.05786,-0.02393,-0.96582,-0.18311,0.48828,0.15259,,,
179507.729,,-0.05371,-0.02344,-0.96191,-0.06104,0.36621,0.03052,,,
179507.734,,-0.05591,-0.02466,-0.95996,-0.03052,0.30518,0.15259,,,
179507.739,,-0.05518,-0.02539,-0.95874,-0.12207,0.45776,0.15259,,,
179507.744,,-0.04785,-0.02197,-0.95679,-0.30518,0.30518,0.15259,,,
179507.749,,-0.04932,-0.02539,-0.96094,-0.18311,0.21362,0.12207,,,
179507.754,,-0.05347,-0.02271,-0.95874,-0.03052,0.30518,0.15259,,,
179507.759,,-0.05371,-0.02148,-0.95752,-0.15259,0.18311,0.24414,0.6,39.6,22.7
179507.764,,-0.05762,-0.03027,-0.95386,-0.03052,0.33569,0.27466,,,
179507.769,,-0.05811,-0.03247,-0.95166,0.18311,0.36621,0.03052,,,
179507.774,,-0.06030,-0.03735,-0.95532,0.18311,0.09155,-0.21362,,,
179507.779,,-0.05981,-0.03003,-0.95605,0.42725,0.24414,-0.57983,,,
179507.784,,-0.05640,-0.02075,-0.95850,0.42725,0.30518,-0.61035,,,
179507.789,,-0.05542,-0.02173,-0.96045,0.33569,0.33569,-0.39673,,,
179507.794,,-0.05420,-0.02271,-0.96240,0.24414,0.21362,-0.36621,,,
179507.799,,-0.04932,-0.03027,-0.95630,0.15259,0.48828,-0.27466,1.6,41.1,22.2
179507.803,,-0.05054,-0.03052,-0.95825,0.27466,0.61035,-0.18311,,,
179507.808,,-0.05151,-0.02612,-0.95776,0.39673,0.61035,-0.15259,,,
179507.813,,-0.05396,-0.02637,-0.96582,0.61035,0.76294,-0.18311,,,
179507.818,,-0.05078,-0.02002,-0.95923,0.45776,0.76294,-0.06104,,,
179507.823,,-0.05371,-0.01685,-0.95874,0.27466,0.82397,-0.06104,,,
179507.828,,-0.05591,-0.01758,-0.95264,0.21362,0.70190,-0.06104,,,
179507.833,,-0.05347,-0.01685,-0.95410,0.15259,0.51880,0.06104,,,
179507.838,,-0.04980,-0.01709,-0.95313,0.12207,0.51880,0.30518,-1.4,41.6,22.1
179507.843,,-0.04956,-0.01611,-0.95557,0.12207,0.67139,0.42725,,,
179507.848,,-0.04663,-0.00952,-0.95532,0.09155,0.73242,0.36621,,,
179507.853,,-0.04907,-0.00977,-0.95386,0.03052,1.00708,0.42725,,,
179507.858,,-0.05249,-0.00928,-0.95654,-0.06104,1.12915,0.45776,,,
179507.863,,-0.05786,-0.01147,-0.95947,-0.12207,1.03760,0.45776,,,
179507.868,,-0.06543,-0.01465,-0.96240,-0.18311,1.00708,0.45776,,,
179507.873,,-0.06982,-0.01245,-0.96460,-0.30518,0.70190,0.54932,,,
179507.878,,-0.06763,-0.01611,-0.96680,-0.27466,0.57983,0.57983,0.1,41.1,22.2
179507.883,,-0.06470,-0.01416,-0.96631,-0.33569,0.36621,0.51880,,,
179507.888,,-0.05933,-0.01880,-0.96240,-0.30518,0.21362,0.70190,,,
179507.893,,-0.05396,-0.01929,-0.95947,-0.33569,0.15259,0.61035,,,
179507.898,,-0.05151,-0.02197,-0.96094,-0.36621,0.06104,0.64087,,,
179507.903,,-0.05029,-0.02515,-0.95923,-0.21362,0.09155,0.54932,,,
179507.908,,-0.04785,-0.02124,-0.95825,-0.18311,0.18311,0.51880,,,
179507.913,,-0.05200,-0.02808,-0.95532,-0.15259,0.09155,0.42725,,,
179507.918,,-0.05762,-0.03198,-0.95239,-0.18311,0.12207,0.33569,-0.9,41.1,22.1
179507.923,,-0.05469,-0.03442,-0.95630,-0.06104,0.15259,0.39673,,,
179507.928,,-0.05249,-0.03467,-0.95654,-0.09155,0.09155,0.30518,,,
179507.933,,-0.05127,-0.03345,-0.95630,0.03052,0.15259,0.21362,,,
179507.938,,-0.04810,-0.02930,-0.95825,0.00000,0.18311,-0.03052,,,
179507.942,,-0.04492,-0.02783,-0.95581,0.03052,0.24414,0.00000,,,
179507.947,,-0.04590,-0.02905,-0.95825,0.21362,0.51880,-0.06104,,,
179507.952,,-0.04736,-0.03076,-0.95703,0.33569,0.61035,-0.12207,,,
179507.957,,-0.05029,-0.03003,-0.96021,0.36621,0.73242,-0.18311,1.1,42.1,21.8
179507.962,,-0.05151,-0.02930,-0.96362,0.36621,0.76294,-0.24414,,,
179507.967,,-0.05298,-0.02588,-0.95874,0.51880,0.79346,-0.30518,,,
179507.972,,-0.05249,-0.02759,-0.95923,0.51880,0.79346,-0.33569,,,
179507.977,,-0.05078,-0.02563,-0.95776,0.54932,0.82397,-0.30518,,,
179507.982,,-0.05273,-0.02783,-0.96021,0.54932,0.94604,-0.33569,,,
179507.987,,-0.04858,-0.02686,-0.95532,0.45776,0.97656,-0.21362,,,
179507.992,,-0.04590,-0.02319,-0.95410,0.61035,0.91553,-0.42725,,,
179507.997,,-0.04932,-0.02051,-0.95825,0.42725,1.00708,-0.42725,-0.4,42.1,21.7
179508.002,,-0.05249,-0.01489,-0.95898,0.33569,1.15967,-0.12207,,,
179508.007,,-0.05591,-0.01807,-0.95728,0.36621,1.22070,-0.03052,,,
179508.012,,-0.05957,-0.01733,-0.95581,0.36621,1.22070,-0.06104,,,
179508.017,,-0.06201,-0.01392,-0.95483,0.30518,1.19019,0.00000,,,
179508.022,,-0.06519,-0.01318,-0.95654,0.36621,1.00708,0.00000,,,
179508.027,,-0.06250,-0.01221,-0.95581,0.30518,0.91553,0.15259,,,
179508.032,,-0.06055,-0.01489,-0.95850,0.21362,0.79346,0.27466,,,
179508.037,,-0.06372,-0.01172,-0.96118,0.06104,0.61035,0.18311,0.1,41.6,21.6
179508.042,,-0.05908,-0.01196,-0.96143,0.03052,0.54932,0.18311,,,
179508.047,,-0.06299,-0.01147,-0.95947,0.03052,0.51880,0.33569,,,
179508.052,,-0.06177,-0.01147,-0.96143,-0.06104,0.39673,0.42725,,,
179508.057,,-0.05737,-0.01904,-0.95923,-0.09155,0.30518,0.36621,,,
179508.062,,-0.06152,-0.01685,-0.95630,-0.09155,0.15259,0.27466,,,
179508.067,,-0.06055,-0.01831,-0.95996,-0.06104,0.03052,0.30518,,,
179508.072,,-0.05811,-0.02344,-0.95972,-0.03052,0.03052,0.27466,,,
179508.077,,-0.05542,-0.02393,-0.95923,-0.09155,-0.18311,0.21362,2.1,42.6,21.7
179508.081,,-0.05200,-0.02612,-0.95947,-0.06104,-0.24414,0.24414,,,
179508.086,,-0.04932,-0.02539,-0.95874,-0.06104,-0.09155,0.18311,,,
179508.091,,-0.04956,-0.02661,-0.95825,0.03052,-0.21362,0.18311,,,
179508.096,,-0.04956,-0.02368,-0.95923,0.03052,-0.09155,0.30518,,,
179508.101,,-0.05176,-0.02344,-0.95850,0.03052,0.00000,0.24414,,,
179508.106,,-0.04980,-0.02734,-0.95752,0.06104,0.18311,0.24414,,,
179508.111,,-0.04980,-0.02881,-0.95801,0.03052,0.12207,0.15259,,,
179508.116,,-0.05225,-0.02881,-0.95801,0.18311,0.21362,0.12207,0.1,43.1,21.9
179508.121,,-0.04956,-0.02637,-0.95801,0.24414,0.39673,0.09155,,,
179508.126,,-0.04761,-0.02563,-0.96143,0.03052,0.48828,0.18311,,,
179508.131,,-0.04761,-0.02686,-0.95532,-0.06104,0.61035,0.09155,,,
179508.136,,-0.04590,-0.02905,-0.95703,0.12207,0.73242,-0.03052,,,
179508.141,,-0.04663,-0.02759,-0.95947,0.09155,0.82397,-0.06104,,,
179508.146,,-0.04614,-0.02783,-0.95972,0.06104,0.97656,0.00000,,,
179508.151,,-0.04810,-0.02734,-0.95874,0.27466,1.03760,-0.12207,,,
179508.156,,-0.04712,-0.02759,-0.95581,0.21362,1.09863,-0.15259,0.1,41.1,21.9
179508.161,,-0.05200,-0.02539,-0.95850,0.24414,1.15967,-0.06104,,,
179508.166,,-0.05176,-0.02295,-0.95874,0.27466,1.00708,-0.09155,,,
179508.171,,-0.05249,-0.02197,-0.95874,0.30518,1.15967,-0.09155,,,
179508.176,,-0.05249,-0.01953,-0.95898,0.39673,1.19019,-0.15259,,,
179508.181,,-0.05664,-0.02246,-0.95776,0.33569,1.00708,0.06104,,,
179508.186,,-0.05615,-0.01807,-0.95850,0.18311,1.00708,0.12207,,,
179508.191,,-0.05664,-0.01538,-0.96069,0.21362,0.88501,0.18311,,,
179508.196,,-0.05786,-0.01831,-0.96045,0.30518,0.76294,0.18311,0.6,42.1,21.8
179508.201,,-0.06104,-0.01660,-0.95898,0.36621,0.57983,0.27466,,,
179508.206,,-0.06055,-0.01392,-0.96118,0.12207,0.51880,0.27466,,,
179508.211,,-0.05933,-0.01514,-0.96118,0.09155,0.57983,0.18311,,,
179508.216,,-0.06006,-0.01782,-0.95972,0.12207,0.51880,0.18311,,,
179508.220,,-0.05835,-0.01294,-0.95898,0.00000,0.48828,0.15259,,,
179508.225,,-0.05762,-0.01929,-0.95947,-0.15259,0.27466,0.12207,,,
179508.230,,-0.05591,-0.01392,-0.95654,-0.09155,0.12207,0.27466,,,
179508.235,,-0.05176,-0.01416,-0.95898,-0.15259,0.12207,0.30518,0.6,42.1,22.1
179508.240,,-0.05347,-0.01855,-0.95752,-0.15259,0.00000,0.30518,,,
179508.245,,-0.05347,-0.01880,-0.95850,-0.21362,0.03052,0.30518,,,
179508.250,,-0.05420,-0.02075,-0.95581,-0.24414,0.03052,0.24414,,,
179508.255,,-0.05518,-0.02148,-0.95630,-0.24414,-0.09155,0.27466,,,
179508.260,,-0.05396,-0.02686,-0.95825,-0.27466,-0.06104,0.27466,,,
179508.265,,-0.05493,-0.02563,-0.95776,-0.12207,-0.15259,0.30518,,,
179508.270,,-0.05176,-0.02246,-0.95776,-0.21362,-0.03052,0.39673,,,
179508.275,,-0.05444,-0.02417,-0.96021,-0.12207,-0.06104,0.36621,0.6,40.6,21.8
179508.280,,-0.05542,-0.02661,-0.95801,-0.12207,0.00000,0.36621,,,
179508.285,,-0.05566,-0.02661,-0.95557,-0.03052,0.24414,0.27466,,,
179508.290,,-0.05151,-0.02637,-0.95996,0.09155,0.21362,0.27466,,,
179508.295,,-0.05054,-0.02271,-0.95776,-0.09155,0.30518,0.27466,,,
179508.300,,-0.04980,-0.02148,-0.95313,-0.12207,0.42725,0.15259,,,
179508.305,,-0.05005,-0.02515,-0.95654,0.09155,0.64087,0.12207,,,
179508.310,,-0.05298,-0.02417,-0.95532,0.27466,0.79346,0.12207,,,
179508.315,,-0.05078,-0.02319,-0.95703,0.21362,0.82397,0.12207,0.1,41.1,22.1
179508.320,,-0.04858,-0.02490,-0.96289,0.09155,0.70190,0.18311,,,
179508.325,,-0.04932,-0.02563,-0.95923,0.00000,0.82397,-0.03052,,,
179508.330,,-0.05029,-0.02661,-0.95947,0.15259,1.00708,0.03052,,,
179508.335,,-0.05322,-0.02637,-0.96045,0.21362,1.00708,0.03052,,,
179508.340,,-0.05444,-0.02637,-0.96289,0.12207,0.97656,0.09155,,,
179508.345,,-0.05420,-0.02295,-0.95972,0.18311,1.06812,0.03052,,,
179508.350,,-0.05737,-0.02124,-0.95923,0.30518,1.12915,-0.09155,,,
179508.355,,-0.05518,-0.02441,-0.96021,0.30518,1.03760,-0.21362,0.6,42.6,22.1
179508.359,,-0.05713,-0.02563,-0.95728,0.24414,1.00708,-0.15259,,,
179508.364,,-0.05615,-0.02539,-0.95850,0.33569,0.97656,-0.12207,,,
179508.369,21.771,-0.05469,-0.02393,-0.95752,0.36621,0.88501,-0.21362,,,
179508.374,,-0.05347,-0.01855,-0.96045,0.15259,0.76294,0.09155,,,
179508.379,,-0.05688,-0.01929,-0.95898,0.18311,0.76294,0.15259,,,
179508.384,,-0.05420,-0.01831,-0.95703,0.24414,0.79346,0.18311,,,
179508.389,,-0.05322,-0.01685,-0.95850,0.15259,0.73242,0.03052,,,
179508.394,,-0.05298,-0.01709,-0.96338,0.18311,0.61035,0.21362,-0.4,43.1,21.8
179508.399,,-0.05469,-0.01465,-0.96094,-0.03052,0.54932,0.09155,,,
179508.404,,-0.05371,-0.01270,-0.95923,-0.18311,0.39673,0.18311,,,
179508.409,,-0.05322,-0.01416,-0.95557,-0.27466,0.30518,0.24414,,,
179508.414,,-0.05273,-0.01538,-0.95801,-0.09155,0.21362,0.27466,,,
179508.419,,-0.05493,-0.02002,-0.96191,-0.06104,0.36621,0.39673,,,
179508.424,,-0.05176,-0.02344,-0.96118,-0.12207,0.39673,0.21362,,,
179508.429,,-0.05151,-0.02124,-0.96240,-0.12207,0.33569,0.27466,,,
179508.434,,-0.05273,-0.01978,-0.95850,-0.12207,0.33569,0.18311,-0.4,43.1,22.1
179508.439,,-0.05151,-0.02100,-0.95874,-0.03052,0.12207,0.18311,,,
179508.444,,-0.05322,-0.02832,-0.95996,-0.06104,0.18311,0.21362,,,
179508.449,,-0.05566,-0.02393,-0.95581,0.03052,0.12207,0.15259,,,
179508.454,,-0.05200,-0.02832,-0.95898,0.06104,0.12207,0.15259,,,
179508.459,,-0.05151,-0.02515,-0.95898,0.24414,0.24414,0.30518,,,
179508.464,,-0.05200,-0.02539,-0.95752,0.15259,0.30518,0.21362,,,
179508.469,,-0.05127,-0.02319,-0.95483,0.15259,0.42725,0.12207,,,
179508.474,,-0.05005,-0.02466,-0.95435,0.21362,0.45776,0.12207,1.1,41.6,21.6
179508.479,,-0.05200,-0.02686,-0.95752,0.12207,0.48828,0.18311,,,
179508.484,,-0.05225,-0.02393,-0.95557,0.18311,0.54932,0.21362,,,
179508.489,,-0.05054,-0.02319,-0.95776,0.15259,0.54932,0.24414,,,
179508.493,,-0.05151,-0.02441,-0.95801,0.03052,0.73242,0.21362,,,
179508.498,,-0.05322,-0.02002,-0.95654,0.03052,0.67139,0.15259,,,
179508.503,,-0.05591,-0.02075,-0.95654,0.03052,0.70190,0.18311,,,
179508.508,,-0.05200,-0.02051,-0.95728,0.03052,0.82397,0.15259,,,
179508.513,,-0.05444,-0.01782,-0.96069,0.09155,0.73242,-0.03052,2.1,41.6,21.9
179508.518,,-0.05615,-0.01953,-0.96118,0.06104,0.76294,0.00000,,,
179508.523,,-0.05396,-0.01978,-0.95898,0.00000,0.61035,-0.06104,,,
179508.528,,-0.05688,-0.01709,-0.95996,0.00000,0.76294,0.03052,,,
179508.533,,-0.05347,-0.01953,-0.96045,-0.03052,0.82397,0.12207,,,
179508.538,,-0.05664,-0.02002,-0.95654,0.03052,0.85449,0.15259,,,
179508.543,,-0.05737,-0.01929,-0.96265,0.18311,0.94604,0.06104,,,
179508.548,,-0.05786,-0.01831,-0.95923,0.06104,0.88501,0.09155,,,
179508.553,,-0.05615,-0.01855,-0.95361,0.03052,0.76294,0.12207,0.1,42.6,21.9
179508.558,,-0.05664,-0.02075,-0.95972,0.09155,0.67139,0.12207,,,
179508.563,,-0.05420,-0.01807,-0.96265,0.06104,0.64087,0.24414,,,
179508.568,,-0.05640,-0.02246,-0.96118,0.03052,0.45776,0.24414,,,
179508.573,,-0.05469,-0.02441,-0.95679,-0.03052,0.51880,0.21362,,,
179508.578,,-0.05444,-0.02393,-0.95752,0.03052,0.48828,0.30518,,,
179508.583,,-0.05713,-0.02344,-0.96143,0.09155,0.33569,0.33569,,,
179508.588,,-0.05688,-0.02124,-0.96313,0.09155,0.45776,0.21362,,,
179508.593,,-0.05396,-0.01978,-0.95923,-0.09155,0.21362,0.21362,3.1,42.1,21.8
179508.598,,-0.05688,-0.01929,-0.95850,-0.03052,0.15259,0.24414,,,
179508.603,,-0.05200,-0.02417,-0.95825,0.09155,0.15259,0.27466,,,
179508.608,,-0.05225,-0.02393,-0.95728,0.18311,0.12207,0.24414,,,
179508.613,,-0.05273,-0.02026,-0.95752,0.09155,0.18311,0.24414,,,
179508.618,,-0.05103,-0.02417,-0.95728,0.06104,0.15259,0.39673,,,
179508.623,,-0.05029,-0.02515,-0.95532,-0.03052,-0.06104,0.30518,,,
179508.628,,-0.05005,-0.02295,-0.95972,-0.12207,0.06104,0.21362,,,
179508.632,,-0.04907,-0.02515,-0.95703,0.06104,0.15259,0.30518,1.1,41.1,21.9
179508.637,,-0.04932,-0.02637,-0.95728,0.03052,0.21362,0.27466,,,
179508.642,,-0.04883,-0.02710,-0.96338,-0.06104,0.24414,0.21362,,,
179508.647,,-0.04761,-0.02344,-0.95776,0.03052,0.36621,0.21362,,,
179508.652,,-0.05151,-0.02344,-0.95996,-0.09155,0.36621,0.24414,,,
179508.657,,-0.05176,-0.02002,-0.96045,0.09155,0.39673,0.12207,,,
179508.662,,-0.05029,-0.02197,-0.96460,0.15259,0.51880,-0.03052,,,
179508.667,,-0.05420,-0.02515,-0.96582,0.06104,0.61035,-0.06104,,,
179508.672,,-0.05200,-0.02563,-0.96533,0.24414,0.73242,-0.15259,1.1,42.1,21.9
179508.677,,-0.05225,-0.02417,-0.96265,0.18311,0.70190,-0.18311,,,
179508.682,,-0.05518,-0.02295,-0.95752,0.21362,0.82397,-0.15259,,,
179508.687,,-0.05371,-0.02319,-0.95752,0.24414,0.76294,-0.27466,,,
179508.692,,-0.05469,-0.02563,-0.95605,0.33569,0.85449,-0.18311,,,
179508.697,,-0.05298,-0.02734,-0.95825,0.36621,0.88501,-0.24414,,,
179508.702,,-0.05273,-0.02637,-0.95313,0.51880,1.03760,-0.33569,,,
179508.707,,-0.05103,-0.02319,-0.95020,0.54932,0.88501,-0.27466,,,
179508.712,,-0.05078,-0.02393,-0.95581,0.39673,0.91553,-0.30518,1.1,41.6,22.1
179508.717,,-0.04956,-0.02808,-0.95508,0.39673,1.06812,-0.39673,,,
179508.722,,-0.05371,-0.02393,-0.95361,0.42725,1.03760,-0.42725,,,
179508.727,,-0.05322,-0.02417,-0.95947,0.27466,0.94604,-0.33569,,,
179508.732,,-0.05615,-0.02246,-0.95874,0.30518,0.85449,-0.24414,,,
179508.737,,-0.05493,-0.02075,-0.95874,0.45776,0.88501,-0.24414,,,
179508.742,,-0.05615,-0.01831,-0.95947,0.33569,0.67139,-0.12207,,,
179508.747,,-0.05884,-0.01855,-0.96509,0.15259,0.70190,-0.03052,,,
