PTID,EAST,NORTH,LAT,LON,ELLIPSOID_ELEV,ORTHOMETRIC_ELEV,SONARDEPTH
4891,328845.473,1961505.481,17.73412870,-64.61418363,-42.129, ,0.970
4892,328844.275,1961504.757,17.73412206,-64.61419487,-42.108, ,1.000
4893,328843.364,1961504.146,17.73411647,-64.61420341,-42.099, ,1.140
4894,328842.009,1961503.436,17.73410995,-64.61421613,-42.165, ,1.140
4895,328840.025,1961502.829,17.73410431,-64.61423479,-41.936, ,1.330
4896,328837.936,1961502.218,17.73409863,-64.61425443,-42.239, ,1.120
4897,328836.876,1961501.831,17.73409505,-64.61426440,-42.022, ,1.170
4898,328835.047,1961501.159,17.73408884,-64.61428159,-42.165, ,1.060
4899,328833.705,1961500.741,17.73408496,-64.61429420,-42.167, ,1.140
4900,328831.829,1961500.028,17.73407837,-64.61431183,-42.166, ,1.150
4901,328830.796,1961499.608,17.73407449,-64.61432154,-42.195, ,1.140
4902,328829.051,1961498.921,17.73406815,-64.61433794,-42.134, ,1.050
4903,328827.601,1961498.220,17.73406170,-64.61435155,-42.196, ,0.890
4904,328826.503,1961497.754,17.73405741,-64.61436187,-42.131, ,0.900
4905,328824.577,1961496.950,17.73404999,-64.61437996,-42.058, ,0.990
4906,328823.942,1961496.671,17.73404742,-64.61438592,-42.142, ,0.950
4907,328822.831,1961496.272,17.73404373,-64.61439637,-42.219, ,0.830
4908,328821.715,1961495.746,17.73403889,-64.61440685,-42.067, ,0.870
4909,328820.463,1961495.397,17.73403564,-64.61441862,-42.158, ,0.840
4910,328819.397,1961495.053,17.73403245,-64.61442865,-42.113, ,0.920
4911,328818.342,1961494.721,17.73402937,-64.61443857,-42.062, ,1.000
4912,328817.276,1961494.234,17.73402489,-64.61444858,-42.106, ,0.930
4913,328816.218,1961493.864,17.73402146,-64.61445852,-42.152, ,0.800
4914,328815.130,1961493.452,17.73401766,-64.61446875,-42.122, ,0.870
4915,328814.057,1961493.168,17.73401501,-64.61447884,-42.066, ,0.800
4916,328812.989,1961493.005,17.73401345,-64.61448890,-42.169, ,0.780
4917,328811.713,1961492.718,17.73401076,-64.61450090,-42.113, ,0.830
4918,328810.443,1961492.468,17.73400840,-64.61451286,-42.105, ,0.780
4919,328809.811,1961492.342,17.73400721,-64.61451881,-42.158, ,0.800
4920,328808.630,1961492.266,17.73400644,-64.61452994,-42.087, ,0.800
