pid,UTMx,UTMy,h
5428,327492.236295,1967746.589624,-39.058000
5429,327492.609495,1967746.830984,-39.187000
5430,327492.902061,1967747.066403,-39.276000
5431,327493.125165,1967747.239339,-39.198000
5432,327493.317657,1967747.428035,-39.179000
5433,327493.570985,1967747.662688,-39.213000
5434,327494.028647,1967747.862364,-39.173000
5435,327494.429176,1967748.320417,-39.217000
5436,327494.754771,1967748.574365,-39.167000
5437,327495.143644,1967748.789026,-39.261000
5438,327495.488411,1967749.052769,-39.117000
5439,327495.873532,1967749.323909,-39.242000
5440,327496.277652,1967749.584923,-39.239000
5441,327496.562069,1967749.980897,-39.256000
5442,327496.822209,1967750.267510,-39.204000
5443,327497.297348,1967750.403947,-39.193000
5444,327497.816061,1967750.552181,-39.249000
5445,327498.461055,1967750.712600,-39.214000
5446,327499.035018,1967750.751889,-39.175000
5447,327499.715176,1967750.810178,-39.163000
5448,327500.529607,1967750.824138,-39.083000
5449,327501.238257,1967750.866685,-39.156000
5450,327501.831355,1967750.789595,-39.245000
5451,327502.502561,1967750.793730,-39.239000
5452,327503.077770,1967750.732291,-39.211000
5453,327503.623655,1967750.834911,-39.219000
5454,327504.129155,1967750.926813,-39.140000
5455,327504.699025,1967750.860993,-39.162000
5456,327505.164548,1967750.866913,-39.121000
5457,327505.607678,1967750.980386,-39.164000
5458,327506.150238,1967751.066433,-39.195000
5459,327506.745641,1967751.621299,-39.151000
5460,327507.133377,1967751.827116,-39.191000
5461,327507.511810,1967752.060683,-39.138000
5462,327507.748040,1967752.279990,-39.211000
5463,327507.952156,1967752.464158,-39.146000
5464,327508.197691,1967752.533968,-39.217000
5465,327508.417941,1967752.744559,-39.253000
5466,327508.572582,1967752.970108,-39.205000
5467,327508.693917,1967753.023287,-39.228000
5468,327508.907425,1967753.067919,-39.253000
5469,327509.302775,1967752.929459,-39.118000
5470,327509.724970,1967752.707758,-39.175000
5471,327510.170775,1967752.640801,-39.152000
5472,327510.728535,1967752.401321,-39.240000
5473,327511.253625,1967752.307114,-39.216000
5474,327511.797243,1967752.148552,-39.156000
5475,327512.339814,1967751.869360,-39.154000
5476,327512.904492,1967751.694013,-39.196000
5477,327513.498539,1967751.481888,-39.164000
5478,327514.063002,1967751.403940,-39.191000
5479,327514.743958,1967751.187741,-39.191000
5480,327515.273091,1967750.948509,-39.127000
5481,327515.825252,1967750.674767,-39.212000
5482,327516.372941,1967750.374502,-39.222000
5483,327516.871770,1967750.186446,-39.258000
5484,327517.443540,1967750.095153,-39.222000
5485,327517.931187,1967749.962534,-39.246000
5486,327518.500826,1967749.870153,-39.177000
5487,327519.117128,1967749.656728,-39.163000
5488,327519.779206,1967749.342188,-39.181000
5489,327520.533600,1967749.035701,-39.083000
5490,327521.159476,1967748.703767,-39.121000
5491,327521.806025,1967748.432527,-39.208000
5492,327522.523000,1967748.212694,-39.180000
5493,327523.244752,1967747.810200,-39.257000
5494,327524.017012,1967747.607597,-39.290000
5495,327524.795111,1967747.466922,-39.172000
5496,327525.625495,1967747.119932,-39.285000
5497,327526.455747,1967747.002047,-39.188000
5498,327527.251841,1967746.857896,-39.234000
5499,327527.994832,1967746.581392,-39.242000
5500,327528.734283,1967746.385714,-39.114000
5501,327529.520071,1967746.031363,-39.174000
5502,327530.420477,1967745.689299,-39.257000
5503,327531.135572,1967745.497152,-39.260000
5504,327531.864018,1967745.255085,-39.261000
5505,327532.524283,1967744.975978,-39.217000
5506,327533.265403,1967744.728267,-39.173000
5507,327533.930268,1967744.368325,-39.170000
5508,327534.551894,1967744.035321,-39.243000
5509,327535.214251,1967743.752876,-39.154000
5510,327535.727120,1967743.349982,-39.276000
5511,327536.306703,1967743.059402,-39.161000
5512,327536.855835,1967742.558796,-39.178000
5513,327537.497657,1967742.109404,-39.232000
5514,327538.262744,1967741.691040,-39.088000
5515,327539.006524,1967741.138940,-39.157000
5516,327539.718221,1967740.799620,-39.212000
5517,327540.474592,1967740.476515,-39.189000
5518,327541.061831,1967740.090685,-39.225000
5519,327541.610222,1967739.871209,-39.242000
5520,327542.190406,1967739.772097,-39.200000
5521,327542.737045,1967739.472948,-39.204000
5522,327543.332282,1967739.153455,-39.154000
5523,327543.972247,1967738.612217,-39.138000
5524,327544.620354,1967738.153917,-39.139000
5525,327545.245358,1967737.721274,-39.216000
5526,327545.888477,1967737.421288,-39.213000
5527,327546.604483,1967737.089679,-39.127000
5528,327547.212163,1967736.737981,-39.233000
5529,327547.803851,1967736.498208,-39.265000
5530,327548.397895,1967736.407830,-39.130000
5531,327548.859376,1967736.192429,-39.184000
5532,327549.239836,1967736.048566,-39.220000
5533,327549.616093,1967735.909166,-39.144000
5534,327550.182022,1967735.511346,-39.195000
5535,327550.662866,1967735.327874,-39.073000
5536,327551.040214,1967734.825439,-39.219000
5537,327551.498420,1967734.598999,-39.249000
5538,327552.017276,1967734.152888,-39.294000
5539,327552.631395,1967733.809989,-39.291000
5540,327553.278385,1967733.345059,-39.106000
5541,327554.054760,1967731.661541,-39.130000
5542,327554.470134,1967730.775828,-39.144000
5543,327554.909184,1967730.052607,-39.268000
5544,327555.301172,1967729.282203,-39.228000
5545,327555.592227,1967728.488325,-39.234000
5546,327555.835403,1967727.553195,-39.198000
5547,327556.024466,1967726.735853,-39.259000
5548,327556.058228,1967725.861199,-39.227000
5549,327556.043450,1967725.013529,-39.151000
5550,327555.950579,1967723.963995,-39.211000
5551,327556.039645,1967723.108783,-39.169000
5552,327556.102924,1967722.092205,-39.125000
5553,327556.055005,1967721.090979,-39.228000
5554,327556.145817,1967720.192588,-39.204000
5555,327556.264477,1967719.204305,-39.166000
5556,327556.362597,1967718.537169,-39.179000
5557,327556.424027,1967717.796196,-39.235000
5558,327556.479733,1967717.006574,-39.226000
5559,327556.517207,1967716.071015,-39.096000
5560,327556.597886,1967714.982344,-39.180000
5561,327556.746709,1967714.170885,-39.159000
5562,327556.647119,1967713.446805,-39.301000
5563,327556.585895,1967712.867380,-39.250000
5564,327556.475094,1967712.195416,-39.241000
5565,327556.462408,1967711.344407,-39.201000
5566,327556.448725,1967710.622902,-39.234000
5567,327556.394306,1967709.727984,-39.199000
5568,327556.642457,1967708.755180,-39.134000
5569,327556.835571,1967708.160267,-39.215000
5570,327556.986313,1967707.325549,-39.245000
5571,327557.172634,1967706.680889,-39.262000
5572,327557.498187,1967705.830266,-39.243000
5573,327557.661726,1967705.370638,-39.227000
5574,327557.857800,1967704.750243,-39.216000
5575,327558.102898,1967704.036453,-39.171000
5576,327558.469710,1967703.297257,-39.200000
5577,327558.698704,1967702.804964,-39.198000
5578,327558.991293,1967702.309905,-39.182000
5579,327559.116467,1967701.705621,-39.165000
5580,327559.146182,1967701.097738,-39.200000
5581,327559.259551,1967700.721553,-39.226000
5582,327559.467798,1967700.404312,-39.220000
5583,327559.742526,1967699.928224,-39.255000
5584,327560.099917,1967699.325245,-39.257000
5585,327560.353178,1967698.941206,-39.281000
5586,327560.690290,1967698.322908,-39.216000
5587,327560.982005,1967697.727140,-39.156000
5588,327561.542667,1967697.210940,-39.140000
5589,327562.114402,1967696.748876,-39.243000
5590,327562.641113,1967696.352503,-39.173000
5591,327563.072082,1967695.797584,-39.247000
5592,327563.414719,1967695.449294,-39.227000
5593,327563.692455,1967694.953258,-39.219000
5594,327563.979637,1967694.446071,-39.215000
5595,327564.217861,1967693.795428,-39.258000
5596,327564.469428,1967693.338356,-39.292000
5597,327564.652005,1967693.117628,-39.205000
5598,327564.939199,1967692.856148,-39.316000
5599,327565.273157,1967692.607544,-39.258000
5600,327565.572023,1967692.347070,-39.266000
5601,327565.905392,1967692.152703,-39.155000
5602,327566.321539,1967691.844726,-39.171000
5603,327566.742186,1967691.566593,-39.213000
5604,327567.088140,1967691.478369,-39.147000
5605,327567.474916,1967690.962571,-39.122000
5606,327567.929700,1967690.463892,-39.223000
5607,327568.265251,1967690.154400,-39.189000
5608,327568.630392,1967689.833585,-39.250000
5609,327569.080051,1967689.844071,-39.186000
5610,327569.680314,1967689.737039,-39.175000
5611,327570.266506,1967689.596925,-39.301000
5612,327570.780604,1967689.702036,-39.216000
5613,327571.276764,1967689.572664,-39.171000
5614,327571.786049,1967689.489663,-39.151000
5615,327572.374636,1967689.503372,-39.049000
5616,327573.037394,1967689.389156,-39.144000
5617,327573.637192,1967689.350748,-39.173000
5618,327574.166522,1967689.378252,-39.187000
5619,327574.529458,1967689.292094,-39.130000
5620,327574.905808,1967689.285509,-39.218000
5621,327575.423719,1967689.219035,-39.231000
5622,327576.092126,1967689.389214,-39.261000
5623,327576.563360,1967689.564425,-39.183000
5624,327577.179253,1967689.548014,-39.153000
5625,327577.799148,1967689.503898,-39.160000
5626,327578.471064,1967689.345331,-39.184000
5627,327579.026586,1967689.214338,-39.230000
5628,327579.560007,1967689.102352,-39.242000
5629,327580.095921,1967688.788909,-39.198000
5630,327580.644976,1967688.645797,-39.157000
5631,327581.168801,1967688.405507,-39.071000
5632,327581.754671,1967688.106018,-39.207000
5633,327582.348482,1967688.110828,-39.111000
5634,327583.029551,1967687.785057,-39.129000
5635,327583.701208,1967687.596610,-39.217000
5636,327584.349891,1967687.571060,-39.161000
5637,327584.925126,1967687.390091,-39.188000
5638,327585.420719,1967687.195424,-39.207000
5639,327585.880366,1967687.134990,-39.209000
5640,327586.200941,1967687.054733,-39.103000
5641,327586.550818,1967686.929952,-39.216000
5642,327586.766188,1967686.944685,-39.251000
5643,327586.905845,1967687.032016,-39.257000
5644,327586.991450,1967687.122030,-39.221000
5645,327587.035659,1967687.206869,-39.197000
5646,327587.089770,1967687.455426,-39.112000
5647,327587.260619,1967687.471652,-39.095000
5648,327587.509996,1967687.373198,-39.221000
5649,327587.805995,1967687.271020,-39.157000
5650,327588.059411,1967687.149288,-39.172000
5651,327588.238397,1967687.125600,-39.144000
5652,327588.502465,1967687.253909,-39.175000
5653,327589.167854,1967687.442931,-39.189000
5654,327589.542122,1967687.440791,-39.237000
5655,327589.908940,1967687.435395,-39.191000
5656,327590.409029,1967687.392318,-39.116000
5657,327590.911139,1967687.459903,-39.205000
5658,327591.369195,1967687.704956,-39.170000
5659,327591.868642,1967687.832331,-39.155000
5660,327592.342926,1967687.870274,-39.169000
5661,327592.788341,1967688.002544,-39.238000
5662,327593.109334,1967688.092729,-39.189000
5663,327593.490304,1967688.007522,-39.196000
5664,327593.780258,1967687.941920,-39.116000
5665,327594.088279,1967688.003441,-39.184000
5666,327594.259797,1967688.218883,-39.145000
5667,327594.562910,1967688.325825,-39.221000
5668,327594.751987,1967688.609736,-39.165000
5669,327595.010400,1967688.941743,-39.162000
5670,327595.365140,1967689.255206,-39.198000
5671,327595.789341,1967689.631154,-39.108000
5672,327596.284351,1967689.858177,-39.211000
5673,327596.651977,1967690.190344,-39.160000
5674,327596.991720,1967690.486229,-39.167000
5675,327597.416141,1967690.643031,-39.191000
5676,327597.849509,1967690.731134,-39.169000
5677,327598.244353,1967690.778621,-39.121000
5678,327598.636397,1967690.992150,-39.269000
5679,327598.899785,1967691.286484,-39.177000
5680,327599.158428,1967691.645052,-39.182000
5681,327599.446648,1967692.112936,-39.237000
5682,327599.798572,1967692.468481,-39.183000
5683,327600.123831,1967692.683696,-39.202000
5684,327600.410319,1967693.074120,-39.093000
5685,327600.884753,1967693.251517,-39.135000
5686,327601.296437,1967693.529069,-39.059000
5687,327601.808900,1967693.812387,-39.087000
5688,327602.338773,1967694.024721,-39.147000
5689,327602.851149,1967694.298079,-39.232000
5690,327603.355889,1967694.668901,-39.226000
5691,327603.890234,1967695.152358,-39.250000
5692,327604.308506,1967695.578162,-39.276000
5693,327604.716233,1967696.010698,-39.223000
5694,327605.240009,1967696.375821,-39.213000
5695,327605.780460,1967696.707596,-39.223000
5696,327606.279242,1967697.124954,-39.064000
5697,327606.893744,1967697.192671,-39.133000
5698,327607.467373,1967697.437828,-39.138000
5699,327608.049139,1967697.643071,-39.161000
5700,327608.635500,1967697.889225,-39.170000
5701,327609.162451,1967698.131467,-39.120000
5702,327609.688524,1967698.394745,-39.125000
5703,327610.309197,1967698.684873,-39.198000
5704,327610.910373,1967698.927578,-39.218000
5705,327611.499527,1967699.251182,-39.190000
5706,327612.263511,1967699.316496,-39.204000
5707,327612.987240,1967699.508333,-39.241000
5708,327613.589419,1967699.744388,-39.230000
5709,327614.297748,1967699.872165,-39.228000
5710,327614.855945,1967700.171689,-39.162000
5711,327615.506404,1967700.350880,-39.111000
5712,327616.159185,1967700.553293,-39.182000
5713,327616.914684,1967700.985026,-39.136000
5714,327617.658317,1967701.149021,-39.142000
5715,327618.267869,1967701.379479,-39.200000
5716,327618.849750,1967701.598002,-39.176000
5717,327619.514658,1967701.731689,-39.208000
5718,327620.032024,1967702.091334,-39.161000
5719,327620.573549,1967702.302460,-39.159000
5720,327621.104865,1967702.559052,-39.264000
5721,327621.628636,1967703.045922,-39.204000
5722,327622.199478,1967703.336482,-39.193000
5723,327622.722082,1967703.566587,-39.283000
5724,327623.159413,1967703.867160,-39.207000
5725,327623.582725,1967704.018438,-39.201000
5726,327623.852180,1967704.156662,-39.078000
5727,327624.051607,1967704.167107,-39.079000
5728,327624.272820,1967704.366623,-39.127000
5729,327624.554552,1967704.575576,-39.162000
5730,327624.703209,1967704.722596,-39.232000
5731,327624.850936,1967705.006865,-39.178000
5732,327624.930137,1967705.214254,-39.230000
5733,327624.868223,1967705.410692,-39.149000
5734,327624.789844,1967705.420226,-39.164000
5735,327624.668345,1967705.348232,-39.197000
5736,327624.528438,1967705.232126,-39.142000
5737,327624.413176,1967705.145690,-39.208000
5738,327624.289236,1967705.158940,-39.143000
5739,327624.173086,1967705.092433,-39.211000
5740,327624.066253,1967705.122136,-39.167000
5741,327624.180603,1967705.103436,-39.219000
5742,327624.414764,1967705.206549,-39.170000
5743,327624.750518,1967705.164899,-39.173000
5744,327625.018395,1967705.243371,-39.150000
5745,327625.246727,1967705.285662,-39.198000
5746,327625.506750,1967705.314397,-39.220000
5747,327625.708427,1967705.462063,-39.215000
5748,327625.859138,1967705.601318,-39.217000
5749,327625.975172,1967705.654544,-39.209000
5750,327626.024797,1967705.752617,-39.171000
5751,327626.024101,1967705.794681,-39.142000
5752,327625.997519,1967705.786057,-39.206000
5753,327625.885975,1967705.761569,-39.226000
5754,327625.775328,1967705.718257,-39.164000
5755,327625.804429,1967705.650491,-39.148000
5756,327625.820989,1967705.603862,-39.137000
5757,327625.817267,1967705.663661,-39.226000
5758,327625.815737,1967705.854041,-39.126000
5759,327625.949829,1967706.033284,-39.116000
5760,327626.162561,1967706.232874,-39.143000
5761,327626.377829,1967706.358287,-39.213000
5762,327626.452319,1967706.511484,-39.137000
5763,327626.383429,1967706.637149,-39.212000
5764,327626.259715,1967706.798706,-39.245000
5765,327626.071850,1967706.898839,-39.214000
5766,327625.813453,1967706.935391,-39.289000
5767,327625.634569,1967707.092999,-39.227000
5768,327625.457848,1967707.133269,-39.138000
5769,327625.387490,1967707.089608,-39.115000
5770,327625.261409,1967706.856063,-39.190000
5771,327625.083262,1967706.609689,-39.144000
5772,327624.876796,1967706.398977,-39.153000
5773,327624.967834,1967706.015239,-39.179000
5774,327625.047234,1967705.756670,-39.224000
5775,327625.203917,1967705.728748,-39.175000
5776,327625.529989,1967705.548834,-39.243000
5777,327625.794364,1967705.712558,-39.216000
5778,327626.132297,1967705.922130,-39.198000
5779,327626.507414,1967705.895634,-39.256000
5780,327626.926221,1967705.894214,-39.156000
5781,327627.356833,1967705.664695,-39.178000
5782,327627.735494,1967705.435626,-39.131000
5783,327628.105908,1967705.111446,-39.183000
5784,327628.416797,1967705.014672,-39.229000
5785,327628.723394,1967705.034148,-39.158000
5786,327629.011783,1967705.032754,-39.196000
5787,327629.194051,1967705.142958,-39.179000
5788,327629.340184,1967705.243515,-39.260000
5789,327629.426888,1967705.337946,-39.238000
5790,327629.489120,1967705.422629,-39.197000
5791,327629.585246,1967705.625444,-39.204000
5792,327629.741948,1967705.844335,-39.240000
5793,327629.927550,1967705.972219,-39.173000
5794,327630.242858,1967706.018183,-39.163000
5795,327630.675381,1967706.008897,-39.165000
5796,327631.028338,1967705.994768,-39.181000
5797,327631.385907,1967706.145510,-39.285000
5798,327631.744632,1967706.307309,-39.153000
5799,327632.106004,1967706.285359,-39.210000
5800,327632.391905,1967706.363675,-39.232000
5801,327632.669294,1967706.438744,-39.195000
5802,327632.923719,1967706.433217,-39.171000
5803,327633.229696,1967706.503611,-39.185000
5804,327633.644555,1967706.658283,-39.180000
5805,327634.114421,1967706.798089,-39.214000
5806,327634.736238,1967706.853569,-39.187000
5807,327635.161776,1967707.017003,-39.189000
5808,327635.762735,1967707.112508,-39.163000
5809,327636.213028,1967707.196038,-39.145000
5810,327636.668323,1967707.245215,-39.218000
5811,327637.178981,1967707.320474,-39.239000
5812,327637.564845,1967707.555087,-39.225000
5813,327637.867469,1967707.850187,-39.216000
5814,327638.257411,1967708.065948,-39.157000
5815,327638.664599,1967708.191911,-39.147000
5816,327639.034166,1967708.381286,-39.153000
5817,327639.448545,1967708.480623,-39.182000
5818,327639.816946,1967708.657834,-39.093000
5819,327640.261294,1967708.667261,-39.165000
5820,327640.699492,1967708.701091,-39.160000
5821,327641.161379,1967708.776774,-39.160000
5822,327641.550409,1967708.887398,-39.198000
5823,327641.775037,1967708.991702,-39.211000
5824,327641.956805,1967709.044358,-39.182000
5825,327642.096908,1967709.060851,-39.128000
5826,327642.368948,1967709.130433,-39.042000
5827,327642.677362,1967708.992730,-39.160000
5828,327643.015237,1967708.951062,-39.166000
5829,327643.318859,1967709.116660,-39.158000
5830,327643.707366,1967709.289269,-39.152000
5831,327644.269096,1967709.385115,-39.144000
5832,327644.795230,1967709.533288,-39.253000
5833,327645.329928,1967709.813094,-39.209000
5834,327645.898486,1967710.084860,-39.235000
5835,327646.463825,1967710.352226,-39.178000
5836,327647.075678,1967710.359094,-39.185000
5837,327647.697399,1967710.403507,-39.141000
5838,327648.286436,1967710.469233,-39.183000
5839,327649.055563,1967710.638541,-39.192000
5840,327649.497834,1967710.775267,-39.238000
5841,327649.911095,1967711.112573,-39.146000
5842,327650.495993,1967711.312255,-39.156000
5843,327650.990291,1967711.457384,-39.216000
5844,327651.339038,1967711.691212,-39.168000
5845,327651.844697,1967711.923678,-39.149000
5846,327652.551083,1967712.194249,-39.166000
5847,327653.174220,1967712.524200,-39.205000
5848,327653.719741,1967712.829369,-39.189000
5849,327654.221443,1967713.216820,-39.203000
5850,327654.647561,1967713.569509,-39.185000
5851,327655.122220,1967713.895215,-39.200000
5852,327655.582994,1967714.087120,-39.187000
5853,327655.992648,1967714.252905,-39.254000
5854,327656.355431,1967714.393641,-39.173000
5855,327656.756516,1967714.549540,-39.108000
5856,327657.107445,1967714.668243,-39.141000
5857,327657.532464,1967714.771915,-39.172000
5858,327657.863949,1967714.971582,-39.160000
5859,327658.206905,1967715.149014,-39.129000
5860,327658.496130,1967715.243903,-39.106000
5861,327658.822251,1967715.314122,-39.178000
5862,327659.056488,1967715.426090,-39.156000
5863,327659.224128,1967715.439024,-39.210000
5864,327659.317029,1967715.514587,-39.207000
5865,327659.296669,1967715.612160,-39.208000
5866,327659.251781,1967715.693345,-39.233000
5867,327659.216381,1967715.890660,-39.212000
5868,327659.268448,1967716.148089,-39.124000
5869,327659.493009,1967716.244646,-39.085000
5870,327659.806119,1967716.281774,-39.184000
5871,327660.075493,1967716.532892,-39.184000
5872,327660.320160,1967716.869447,-39.244000
5873,327660.705592,1967717.298857,-39.161000
5874,327661.213424,1967717.659692,-39.211000
5875,327661.473674,1967718.081334,-39.204000
5876,327661.691841,1967718.540972,-39.159000
5877,327661.990464,1967718.863777,-39.215000
5878,327662.309452,1967719.211861,-39.157000
5879,327662.644415,1967719.445809,-39.177000
5880,327662.950911,1967719.820564,-39.152000
5881,327663.259244,1967720.040354,-39.151000
5882,327663.465354,1967720.210119,-39.183000
5883,327663.582113,1967720.469201,-39.177000
5884,327663.732598,1967720.704748,-39.177000
5885,327664.015663,1967720.822933,-39.118000
5886,327664.296008,1967720.994267,-39.153000
5887,327664.629613,1967721.193915,-39.198000
5888,327664.994833,1967721.371154,-39.258000
5889,327665.505529,1967721.695441,-39.183000
5890,327665.924748,1967721.741610,-39.126000
5891,327666.395817,1967721.653410,-39.146000
5892,327666.756527,1967721.555098,-39.132000
5893,327667.138959,1967721.516364,-39.231000
5894,327667.398354,1967721.594910,-39.180000
5895,327667.809969,1967721.864717,-39.203000
5896,327667.981231,1967722.173131,-39.198000
5897,327668.273225,1967722.465004,-39.196000
5898,327668.527333,1967722.667556,-39.304000
5899,327668.726362,1967722.754373,-39.181000
5900,327668.831741,1967722.679304,-39.138000
5901,327668.894768,1967722.611244,-39.194000
5902,327668.903154,1967722.600103,-39.188000
5903,327668.819195,1967722.577589,-39.200000
5904,327668.695025,1967722.564277,-39.163000
5905,327668.652405,1967722.540298,-39.180000
5906,327668.661342,1967722.470493,-39.136000
5907,327668.679918,1967722.656272,-39.190000
5908,327668.784885,1967722.778214,-39.201000
5909,327668.963654,1967722.851926,-39.194000
5910,327669.177359,1967723.041546,-39.210000
5911,327669.488008,1967723.161705,-39.251000
5912,327669.848268,1967723.255978,-39.223000
5913,327670.145907,1967723.343047,-39.222000
5914,327670.465240,1967723.486373,-39.266000
5915,327670.730146,1967723.589221,-39.209000
5916,327670.997974,1967723.662160,-39.197000
5917,327671.296703,1967723.752539,-39.202000
5918,327671.663961,1967723.798053,-39.069000
5919,327672.030912,1967723.808152,-39.095000
5920,327672.308873,1967723.826771,-39.164000
5921,327672.437399,1967723.853326,-39.188000
5922,327672.473658,1967723.877361,-39.183000
5923,327672.436963,1967723.925271,-39.251000
5924,327672.279815,1967724.021817,-39.218000
5925,327672.065982,1967724.184155,-39.136000
5926,327671.940737,1967724.046893,-39.239000
5927,327671.708491,1967724.042266,-39.201000
5928,327671.548796,1967723.967283,-39.187000
5929,327671.571324,1967723.875224,-39.170000
5930,327671.618089,1967723.888100,-39.145000
5931,327671.671455,1967723.928589,-39.137000
5932,327671.679337,1967723.981646,-39.160000
5933,327671.645765,1967724.022888,-39.131000
5934,327671.560626,1967724.108849,-39.164000
5935,327671.313499,1967724.344524,-39.168000
5936,327671.165108,1967724.594837,-39.112000
5937,327671.215658,1967724.922007,-39.211000
5938,327671.015297,1967725.415157,-39.151000
5939,327670.895925,1967725.955197,-39.133000
5940,327670.806575,1967726.533714,-39.162000
5941,327670.808712,1967727.391454,-39.163000
5942,327670.626292,1967727.752741,-39.211000
5943,327670.315797,1967728.139488,-39.217000
5944,327669.958389,1967728.618505,-39.206000
5945,327669.636410,1967729.148127,-39.202000
5946,327669.349206,1967729.653099,-39.126000
5947,327669.212262,1967730.245309,-39.125000
5948,327669.150420,1967730.816947,-39.209000
5949,327669.106506,1967731.377361,-39.235000
5950,327668.968319,1967731.948554,-39.206000
5951,327668.829494,1967732.568451,-39.144000
5952,327668.572596,1967733.266847,-39.201000
5953,327668.316169,1967734.019471,-39.124000
5954,327668.299418,1967734.777764,-39.203000
5955,327668.227316,1967735.755681,-39.227000
5956,327667.956923,1967736.487397,-39.121000
5957,327667.806163,1967737.198154,-39.185000
5958,327667.624517,1967738.015430,-39.223000
5959,327667.517393,1967738.867477,-39.195000
5960,327667.516666,1967739.761766,-39.214000
5961,327667.656991,1967740.537513,-39.064000
5962,327668.032306,1967741.145203,-39.108000
5963,327668.505002,1967741.611488,-39.208000
5964,327668.909584,1967742.048480,-39.204000
5965,327669.266452,1967742.363033,-39.221000
5966,327669.554161,1967742.772262,-39.169000
5967,327669.905018,1967743.249564,-39.213000
5968,327670.431454,1967743.554899,-39.202000
5969,327670.952598,1967743.861386,-39.221000
5970,327671.347264,1967744.255299,-39.076000
5971,327671.971666,1967744.486737,-39.133000
5972,327672.447408,1967744.692900,-39.118000
5973,327672.844808,1967744.913025,-39.081000
5974,327673.304867,1967745.144781,-39.143000
5975,327673.676141,1967745.531149,-39.239000
5976,327673.982896,1967745.935786,-39.247000
5977,327674.467493,1967746.185038,-39.295000
5978,327675.034678,1967746.543145,-39.253000
5979,327675.637535,1967746.857778,-39.190000
5980,327676.329101,1967747.008945,-39.173000
5981,327676.884085,1967747.305178,-39.147000
5982,327677.466333,1967747.444011,-39.137000
5983,327678.030120,1967747.654945,-39.177000
5984,327678.474333,1967747.893479,-39.163000
5985,327678.907733,1967748.107757,-39.149000
5986,327679.275740,1967748.239594,-39.114000
5987,327679.642585,1967748.482119,-39.190000
5988,327680.054618,1967748.677768,-39.255000
5989,327680.396637,1967748.869596,-39.117000
5990,327680.696909,1967748.893555,-39.219000
5991,327681.015647,1967749.212866,-39.243000
5992,327681.399476,1967749.457457,-39.232000
5993,327681.767084,1967749.665666,-39.162000
5994,327682.147377,1967749.869337,-39.073000
5995,327682.583736,1967749.813534,-39.172000
5996,327682.943889,1967749.895633,-39.151000
5997,327683.206368,1967749.963085,-39.119000
5998,327683.555938,1967750.047490,-39.114000
5999,327684.065313,1967750.097305,-39.205000
6000,327684.354892,1967750.233142,-39.209000
6001,327684.693563,1967750.283331,-39.196000
6002,327684.995044,1967750.446735,-39.212000
6003,327685.258790,1967750.660271,-39.257000
6004,327685.492436,1967750.826476,-39.254000
6005,327685.805734,1967751.007486,-39.133000
6006,327686.062940,1967751.078304,-39.114000
6007,327686.180279,1967751.037442,-39.154000
6008,327686.348153,1967750.710591,-39.132000
6009,327686.602216,1967750.541264,-39.146000
6010,327686.862996,1967750.412829,-39.179000
6011,327687.148435,1967750.193424,-39.234000
6012,327687.448174,1967750.033661,-39.170000
6013,327687.730307,1967749.799897,-39.245000
6014,327688.190451,1967749.552414,-39.212000
6015,327688.590849,1967749.262285,-39.265000
6016,327689.019719,1967748.954200,-39.235000
6017,327689.406046,1967748.630989,-39.235000
6018,327689.707906,1967748.226609,-39.194000
6019,327690.098095,1967747.737347,-39.149000
6020,327690.445126,1967747.162130,-39.076000
6021,327690.847404,1967746.599715,-39.107000
6022,327691.211159,1967745.996683,-39.062000
6023,327691.691990,1967745.444655,-39.066000
6024,327692.072723,1967744.965436,-39.124000
6025,327692.390817,1967744.721399,-39.227000
6026,327692.619742,1967744.343107,-39.235000
6027,327692.891139,1967744.093941,-39.266000
6028,327693.149962,1967743.739739,-39.237000
6029,327693.393505,1967743.457611,-39.240000
6030,327693.599681,1967743.145923,-39.212000
6031,327693.688417,1967742.741177,-39.229000
6032,327693.859434,1967742.165273,-39.171000
6033,327694.071865,1967741.596757,-39.201000
6034,327694.311014,1967741.052358,-39.142000
6035,327694.559407,1967740.473569,-39.135000
6036,327694.944179,1967739.726473,-39.172000
6037,327695.568283,1967738.945206,-39.154000
6038,327696.203196,1967738.309940,-39.203000
6039,327696.900599,1967737.789238,-39.193000
6040,327697.544746,1967737.118475,-39.231000
6041,327698.231720,1967736.617785,-39.141000
6042,327698.855930,1967736.093291,-39.196000
6043,327699.323117,1967735.679729,-39.168000
6044,327699.649890,1967735.336006,-39.233000
6045,327699.871831,1967735.130433,-39.168000
6046,327700.053713,1967734.951771,-39.200000
6047,327700.274973,1967734.667622,-39.183000
6048,327700.492289,1967734.417818,-39.260000
6049,327700.798423,1967734.139574,-39.250000
6050,327701.108257,1967733.921065,-39.183000
6051,327701.313685,1967733.767654,-39.207000
6052,327701.443732,1967733.602722,-39.196000
6053,327701.485623,1967733.297993,-39.185000
6054,327701.579243,1967732.967359,-39.157000
6055,327701.755858,1967732.425717,-39.066000
6056,327701.937088,1967731.927199,-39.111000
6057,327702.086776,1967731.581691,-39.242000
6058,327702.326452,1967731.342761,-39.194000
6059,327702.529746,1967731.065409,-39.206000
6060,327702.817454,1967730.740840,-39.195000
6061,327703.004796,1967730.458092,-39.162000
6062,327703.127378,1967730.165945,-39.256000
