PTID,EAST,NORTH,LAT,LON,ELLIPSOID_ELEV,ORTHOMETRIC_ELEV,SONARDEPTH
P255,327637.689,1967691.813,17.78992936,-64.62607621,-42.043,-0.450, 
P256,327638.051,1967690.677,17.78991913,-64.62607270,-42.556,-0.963, 
P257,327639.253,1967689.573,17.78990924,-64.62606127,-42.338,-0.746, 
P258,327640.155,1967688.843,17.78990272,-64.62605271,-42.231,-0.639, 
P259,327641.980,1967689.995,17.78991327,-64.62603559,-42.550,-0.958, 
P260,327644.175,1967688.972,17.78990420,-64.62601480,-42.302,-0.710, 
P261,327644.877,1967687.489,17.78989086,-64.62600807,-42.363,-0.771, 
P262,327645.472,1967686.391,17.78988098,-64.62600237,-42.232,-0.640, 
P263,327646.699,1967684.952,17.78986807,-64.62599067,-42.111,-0.519, 
P264,327647.551,1967683.588,17.78985582,-64.62598253,-42.098,-0.507, 
P265,327648.688,1967682.639,17.78984733,-64.62597173,-42.365,-0.774, 
P266,327649.085,1967681.651,17.78983844,-64.62596790,-42.231,-0.640, 
P267,327649.687,1967680.830,17.78983107,-64.62596215,-42.242,-0.651, 
P268,327650.267,1967679.252,17.78981686,-64.62595656,-42.170,-0.579, 
P269,327650.793,1967677.676,17.78980266,-64.62595147,-42.215,-0.625, 
P270,327652.577,1967677.112,17.78979770,-64.62593459,-42.217,-0.626, 
P271,327653.515,1967675.959,17.78978735,-64.62592565,-42.298,-0.708, 
P272,327654.336,1967674.331,17.78977272,-64.62591778,-42.325,-0.734, 
P273,327655.057,1967672.642,17.78975751,-64.62591084,-42.370,-0.780, 
P274,327656.074,1967670.692,17.78973997,-64.62590109,-42.232,-0.642, 
P275,327657.411,1967668.805,17.78972302,-64.62588833,-42.157,-0.568, 
P276,327658.486,1967667.715,17.78971326,-64.62587810,-41.942,-0.352, 
P277,327660.303,1967666.381,17.78970135,-64.62586085,-41.928,-0.339, 
P278,327661.374,1967665.054,17.78968945,-64.62585064,-41.890,-0.301, 
P279,327662.339,1967664.001,17.78968000,-64.62584145,-41.662,-0.073, 
P280,327665.165,1967662.016,17.78966229,-64.62581464,-41.099,0.490, 
P281,327667.155,1967660.724,17.78965077,-64.62579577,-40.610,0.979, 
P282,327670.777,1967665.403,17.78969333,-64.62576199,-40.629,0.960, 
P283,327668.040,1967667.696,17.78971383,-64.62578799,-41.398,0.191, 
P284,327665.979,1967669.558,17.78973050,-64.62580758,-41.712,-0.122, 
P285,327665.233,1967670.208,17.78973632,-64.62581467,-41.923,-0.333, 
P286,327663.783,1967671.321,17.78974626,-64.62582843,-42.102,-0.513, 
P287,327662.508,1967672.199,17.78975409,-64.62584053,-42.191,-0.601, 
P288,327661.628,1967673.381,17.78976470,-64.62584893,-42.082,-0.492, 
P289,327659.834,1967674.625,17.78977580,-64.62586595,-42.203,-0.613, 
P290,327659.495,1967676.867,17.78979603,-64.62586933,-42.105,-0.514, 
P291,327659.033,1967678.699,17.78981255,-64.62587384,-42.110,-0.520, 
P292,327658.717,1967680.843,17.78983189,-64.62587700,-42.124,-0.533, 
P293,327658.495,1967683.245,17.78985358,-64.62587929,-42.187,-0.595, 
P294,327658.020,1967683.588,17.78985664,-64.62588379,-41.723,-0.132, 
P295,327659.877,1967684.225,17.78986254,-64.62586633,-41.891,-0.299, 
P296,327660.659,1967685.439,17.78987357,-64.62585905,-41.919,-0.328, 
P297,327660.842,1967687.536,17.78989253,-64.62585750,-41.967,-0.376, 
P298,327662.349,1967686.843,17.78988639,-64.62584323,-42.060,-0.469, 
P299,327661.856,1967686.783,17.78988581,-64.62584787,-41.947,-0.355, 
P300,327661.275,1967688.910,17.78990498,-64.62585352,-42.210,-0.618, 
P301,327660.345,1967689.806,17.78991300,-64.62586237,-42.255,-0.663, 
P302,327659.951,1967691.107,17.78992472,-64.62586619,-42.208,-0.616, 
P303,327658.735,1967691.607,17.78992915,-64.62587771,-41.839,-0.247, 
P304,327659.329,1967692.667,17.78993877,-64.62587219,-42.301,-0.709, 
P305,327658.970,1967693.889,17.78994978,-64.62587568,-42.263,-0.670, 
P306,327658.908,1967694.417,17.78995455,-64.62587631,-42.041,-0.448, 
P307,327659.255,1967695.336,17.78996288,-64.62587311,-41.802,-0.210, 
P308,327661.245,1967694.871,17.78995884,-64.62585430,-42.184,-0.592, 
P309,327661.071,1967695.763,17.78996688,-64.62585601,-41.765,-0.172, 
P310,327662.299,1967693.995,17.78995100,-64.62584429,-42.260,-0.668, 
P311,327663.260,1967692.738,17.78993972,-64.62583512,-42.260,-0.668, 
P312,327664.049,1967692.027,17.78993335,-64.62582762,-42.325,-0.733, 
P313,327664.259,1967691.819,17.78993149,-64.62582562,-42.036,-0.445, 
P314,327665.345,1967691.321,17.78992708,-64.62581534,-42.278,-0.686, 
P315,327666.225,1967690.111,17.78991622,-64.62580694,-42.259,-0.667, 
P316,327666.840,1967688.967,17.78990593,-64.62580104,-42.218,-0.626, 
P317,327667.519,1967688.076,17.78989793,-64.62579457,-41.969,-0.377, 
P318,327668.225,1967687.082,17.78988901,-64.62578783,-42.096,-0.505, 
P319,327669.169,1967686.489,17.78988372,-64.62577888,-42.010,-0.418, 
P320,327669.751,1967685.233,17.78987242,-64.62577329,-41.816,-0.225, 
P321,327670.453,1967684.169,17.78986286,-64.62576658,-41.678,-0.087, 
P322,327670.844,1967683.760,17.78985920,-64.62576286,-42.170,-0.580, 
P323,327671.135,1967683.076,17.78985304,-64.62576006,-42.208,-0.617, 
P324,327671.858,1967682.500,17.78984789,-64.62575319,-42.036,-0.446, 
P325,327672.877,1967681.471,17.78983867,-64.62574350,-42.056,-0.465, 
P326,327673.871,1967680.690,17.78983169,-64.62573406,-41.986,-0.396, 
P327,327675.026,1967679.987,17.78982544,-64.62572310,-41.750,-0.160, 
P328,327677.289,1967678.039,17.78980802,-64.62570160,-41.375,0.215, 
P329,327679.467,1967676.464,17.78979395,-64.62568094,-40.723,0.867, 
P330,327682.791,1967686.207,17.78988224,-64.62565038,-41.577,0.014, 
P331,327681.520,1967687.427,17.78989317,-64.62566246,-41.852,-0.261, 
P332,327679.711,1967689.170,17.78990877,-64.62567967,-41.974,-0.382, 
P333,327678.327,1967690.339,17.78991923,-64.62569282,-42.083,-0.492, 
P334,327677.274,1967691.074,17.78992578,-64.62570282,-42.075,-0.483, 
P335,327676.137,1967691.906,17.78993321,-64.62571361,-42.040,-0.448, 
P336,327674.756,1967692.879,17.78994189,-64.62572671,-42.191,-0.600, 
P337,327673.783,1967693.877,17.78995084,-64.62573597,-42.051,-0.459, 
P338,327673.269,1967694.259,17.78995425,-64.62574084,-41.768,-0.176, 
P339,327672.826,1967695.100,17.78996181,-64.62574510,-41.696,-0.104, 
P340,327672.121,1967696.554,17.78997489,-64.62575186,-41.765,-0.172, 
P341,327671.726,1967697.331,17.78998188,-64.62575565,-41.917,-0.325, 
P342,327671.047,1967698.491,17.78999231,-64.62576215,-41.727,-0.134, 
P343,327670.366,1967700.122,17.79000699,-64.62576870,-41.841,-0.249, 
P344,327669.579,1967701.456,17.79001899,-64.62577624,-41.870,-0.277, 
P345,327668.608,1967703.730,17.79003946,-64.62578558,-41.902,-0.309, 
P346,327667.981,1967705.663,17.79005687,-64.62579166,-42.045,-0.452, 
P347,327667.202,1967706.819,17.79006726,-64.62579909,-42.238,-0.644, 
P348,327666.463,1967707.819,17.79007623,-64.62580614,-42.219,-0.626, 
P349,327665.887,1967708.715,17.79008428,-64.62581165,-41.977,-0.383, 
P350,327664.926,1967709.974,17.79009558,-64.62582082,-42.219,-0.625, 
P351,327664.154,1967710.928,17.79010414,-64.62582817,-42.583,-0.989, 
P352,327663.610,1967711.611,17.79011027,-64.62583337,-42.377,-0.783, 
P353,327662.783,1967712.675,17.79011982,-64.62584125,-42.644,-1.050, 
P354,327669.047,1967714.067,17.79013289,-64.62578228,-42.541,-0.947, 
P355,327668.947,1967713.919,17.79013154,-64.62578321,-42.530,-0.935, 
P356,327669.519,1967712.204,17.79011609,-64.62577768,-42.209,-0.615, 
P357,327670.234,1967710.629,17.79010191,-64.62577080,-41.986,-0.392, 
P358,327671.174,1967709.669,17.79009332,-64.62576186,-41.733,-0.140, 
P359,327671.655,1967708.538,17.79008313,-64.62575723,-41.967,-0.374, 
P360,327672.330,1967707.839,17.79007687,-64.62575081,-42.326,-0.732, 
P361,327673.278,1967706.541,17.79006522,-64.62574177,-42.207,-0.613, 
P362,327674.388,1967704.662,17.79004833,-64.62573114,-42.080,-0.487, 
P363,327675.803,1967702.735,17.79003103,-64.62571764,-41.842,-0.249, 
P364,327677.825,1967700.679,17.79001261,-64.62569840,-41.787,-0.194, 
P365,327679.630,1967698.562,17.78999362,-64.62568120,-41.755,-0.162, 
P366,327680.699,1967697.066,17.78998019,-64.62567100,-41.797,-0.205, 
P367,327681.509,1967695.886,17.78996959,-64.62566326,-41.555,0.036, 
P368,327682.452,1967694.165,17.78995412,-64.62565423,-41.744,-0.153, 
P369,327683.305,1967693.122,17.78994476,-64.62564610,-42.115,-0.524, 
P370,327684.601,1967691.285,17.78992827,-64.62563373,-41.919,-0.327, 
P371,327685.838,1967689.973,17.78991651,-64.62562196,-41.599,-0.008, 
P372,327687.541,1967687.089,17.78989058,-64.62560565,-41.321,0.270, 
P373,327693.047,1967687.150,17.78989157,-64.62555374,-41.213,0.377, 
P374,327693.828,1967690.570,17.78992253,-64.62554664,-41.603,-0.012, 
P375,327693.458,1967692.470,17.78993966,-64.62555030,-41.960,-0.368, 
P376,327693.095,1967694.970,17.78996222,-64.62555392,-42.096,-0.504, 
P377,327693.059,1967696.176,17.78997312,-64.62555435,-41.785,-0.193, 
P378,327692.860,1967697.031,17.78998083,-64.62555631,-41.491,0.101, 
P379,327692.833,1967698.765,17.78999649,-64.62555670,-41.827,-0.235, 
P380,327693.073,1967700.971,17.79001644,-64.62555462,-41.794,-0.202, 
P381,327692.747,1967703.156,17.79003616,-64.62555787,-42.039,-0.447, 
P382,327692.715,1967704.878,17.79005172,-64.62555832,-41.980,-0.388, 
P383,327692.011,1967705.843,17.79006038,-64.62556503,-41.968,-0.376, 
P384,327691.881,1967707.368,17.79007414,-64.62556638,-42.320,-0.727, 
P385,327691.721,1967709.044,17.79008928,-64.62556803,-42.568,-0.974, 
P386,327691.328,1967711.231,17.79010901,-64.62557192,-42.529,-0.935, 
P387,327691.401,1967711.534,17.79011175,-64.62557125,-42.933,-1.340, 
P388,327691.476,1967712.656,17.79012190,-64.62557064,-42.587,-0.993, 
P389,327691.683,1967713.290,17.79012764,-64.62556874,-42.137,-0.543, 
P390,327692.243,1967715.152,17.79014451,-64.62556361,-42.286,-0.692, 
P391,327691.857,1967716.611,17.79015766,-64.62556737,-42.189,-0.595, 
P392,327691.807,1967716.721,17.79015865,-64.62556785,-42.157,-0.563, 
P393,327692.631,1967718.189,17.79017198,-64.62556019,-42.011,-0.417, 
P394,327692.438,1967719.386,17.79018277,-64.62556212,-41.737,-0.143, 
P395,327697.718,1967717.807,17.79016892,-64.62551219,-42.163,-0.569, 
P396,327697.817,1967716.391,17.79015614,-64.62551114,-42.230,-0.637, 
P397,327697.341,1967715.981,17.79015240,-64.62551559,-42.023,-0.430, 
P398,327697.861,1967714.547,17.79013948,-64.62551057,-41.979,-0.385, 
P399,327697.957,1967712.937,17.79012494,-64.62550954,-41.938,-0.345, 
P400,327698.190,1967712.022,17.79011670,-64.62550726,-42.305,-0.712, 
P401,327698.318,1967710.161,17.79009989,-64.62550591,-42.525,-0.932, 
P402,327698.601,1967708.684,17.79008656,-64.62550311,-42.317,-0.724, 
P403,327699.201,1967707.339,17.79007446,-64.62549734,-42.137,-0.545, 
P404,327700.545,1967705.739,17.79006011,-64.62548454,-41.742,-0.149, 
P405,327700.553,1967704.716,17.79005087,-64.62548438,-41.916,-0.323, 
P406,327700.525,1967703.801,17.79004260,-64.62548457,-41.912,-0.320, 
P407,327701.087,1967701.199,17.79001913,-64.62547906,-41.806,-0.214, 
P408,327701.521,1967698.866,17.78999808,-64.62547477,-41.723,-0.132, 
P409,327701.727,1967697.368,17.78998456,-64.62547271,-42.078,-0.487, 
P410,327701.892,1967695.234,17.78996530,-64.62547098,-42.115,-0.523, 
P411,327702.443,1967693.416,17.78994891,-64.62546563,-42.073,-0.481, 
P412,327702.345,1967691.728,17.78993366,-64.62546642,-41.939,-0.348, 
P413,327702.367,1967689.076,17.78990970,-64.62546599,-41.735,-0.144, 
P414,327702.367,1967687.095,17.78989180,-64.62546583,-41.416,0.175, 
P415,327702.298,1967684.660,17.78986979,-64.62546628,-40.928,0.662, 
P416,327708.670,1967684.722,17.78987086,-64.62540619,-40.883,0.707, 
P417,327708.661,1967686.825,17.78988985,-64.62540644,-41.334,0.257, 
P418,327708.097,1967688.969,17.78990918,-64.62541194,-41.638,-0.048, 
P419,327707.626,1967690.914,17.78992672,-64.62541654,-41.874,-0.283, 
P420,327707.183,1967693.041,17.78994590,-64.62542089,-42.011,-0.420, 
P421,327710.129,1967693.825,17.78995321,-64.62539317,-41.929,-0.338, 
P422,327710.120,1967696.254,17.78997516,-64.62539345,-42.294,-0.703, 
P423,327709.754,1967698.470,17.78999515,-64.62539709,-42.315,-0.723, 
P424,327709.695,1967699.209,17.79000183,-64.62539770,-42.055,-0.463, 
P425,327709.087,1967701.151,17.79001933,-64.62540360,-41.543,0.049, 
P426,327709.273,1967702.243,17.79002920,-64.62540193,-41.801,-0.209, 
P427,327709.085,1967704.828,17.79005254,-64.62540392,-41.932,-0.339, 
